state_id,Thefts Last Week,Thefts Last 30 Days,Thefts Previous 30 Days,Theft Last Six Months,Robbery Last Week,Robbery Last 30 Days,Robbery Last Six Months,Burglary Last Week,Burglary Last 30 Days,Burglary Previous 30 Days,Burglary Last Six Months,Vandalism Last Week,Vandalism Last 30 Days,Vandalism Previous 30 Days,Vandalism Last Six Months,Shooting Last Week,Shooting Last 30 Days,Shooting Previous 30 Days,Shooting Last Six Months,Arson Last Week,Arson Last 30 Days,Arson Previous 30 Days,Arson Last Six Months,Arrest Last Week,Arrest Last 30 Days,Arrest Previous 30 Days,Arrest Last Six Months,Assault Last Week,Assault Last 30 Days,Assault Previous 30 Days,Assault Last Six Months,Other Last Week,Other Last 30 Days,Other Previous 30 Days,Other Last Six Months
MO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2,9,0,1,0,5
MO,0,0,4,27,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,17,0,2,5,15,0,11,4,38
MO
MO
MO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2
MO
MO,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,10,0,0,1,1,0,0,1,3
MO,0,0,3,28,0,0,0,0,0,0,2,8,0,0,6,10,0,0,0,1,0,0,0,0,0,0,3,9,0,0,4,9,0,0,20,89
MO,0,22,29,167,0,1,0,1,0,0,1,15,0,6,4,39,0,1,0,2,0,0,0,0,0,34,50,270,0,17,23,94,0,13,14,123
MO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,10,130,273,1759,3,19,10,126,16,84,89,603,5,35,66,480,8,57,70,490,1,2,3,16,7,40,65,335,12,77,144,783,106,419,363,2237
MO,0,78,145,911,0,2,9,54,0,17,31,143,0,52,73,379,2,6,6,54,0,1,0,3,0,44,39,256,0,71,110,593,0,21,31,167
MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2
MO,2,31,54,219,0,0,0,1,0,0,5,13,2,5,15,41,0,0,0,0,0,0,0,0,1,50,73,354,2,15,12,73,1,8,18,83
MO
MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO
MO
MO,46,274,287,1703,0,1,3,30,14,44,39,287,3,47,50,275,2,12,14,119,0,0,0,0,36,169,169,995,37,250,212,1243,83,494,512,3172
MO,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,11,4,36
MO,19,109,105,640,0,1,1,5,4,7,9,48,5,24,26,135,1,14,14,63,0,0,0,0,8,49,62,328,12,67,48,311,236,1074,1176,6292
MO,12,110,193,1309,4,20,21,143,9,79,105,572,4,70,103,721,42,159,173,1178,0,2,5,31,6,45,82,505,16,139,230,1289,86,391,350,2045
MO,26,196,183,1346,7,47,40,339,54,284,294,1768,15,70,63,438,109,418,343,2428,2,10,13,67,22,105,114,643,58,312,307,1842,372,1547,1415,8217
MO,0,38,114,750,0,0,0,7,0,0,8,41,0,4,20,119,0,1,2,11,0,2,0,7,0,5,27,136,2,7,40,214,1,3,7,61
MO
MO
MO,0,96,281,1750,0,0,3,29,0,3,23,134,0,14,72,400,0,3,5,31,0,2,0,3,0,13,51,248,0,15,65,366,4,20,37,214
MO,1,117,301,1824,0,1,3,36,3,17,39,236,0,13,83,461,0,5,9,52,0,3,0,5,4,23,58,269,4,31,82,455,18,78,110,588
MO,0,21,26,179,0,0,0,1,0,1,1,13,0,10,26,94,0,2,0,13,0,0,0,0,0,23,30,163,0,29,33,194,0,267,320,1685
MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
MT,26,134,112,762,0,0,1,4,0,8,9,41,5,19,31,145,0,0,0,0,0,0,0,1,10,71,62,336,17,95,86,561,40,218,199,1228
MT
MT
MT,3,20,4,40,0,0,0,0,1,13,2,34,0,6,0,8,0,0,0,0,0,0,0,0,0,7,1,18,2,20,2,38,1,22,7,58
MT
MT
MT,23,113,17,428,0,1,0,4,1,9,2,39,7,34,5,111,0,0,0,0,0,0,0,0,14,114,11,314,10,83,9,273,90,716,81,2145
MT
MT
MT
MT,37,176,195,1081,0,1,3,13,4,29,19,143,2,8,12,79,0,0,0,0,0,1,0,2,7,26,19,152,32,183,171,993,116,604,688,3365
MT
MT
NE
NE,10,48,60,285,0,1,3,14,0,4,5,20,0,0,0,0,0,1,3,5,0,0,0,2,0,0,0,1,5,34,58,284,1,18,19,103
NE,2,4,1,17,0,0,0,0,0,0,1,2,2,4,8,42,0,2,1,3,0,0,1,3,0,2,2,18,0,2,4,15,10,70,52,423
NE
NE,18,101,125,766,0,0,1,5,0,1,7,31,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,10,24,29,198,1,13,19,75
NE,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
NE,0,0,0,38,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,28,0,0,0,16
NE,4,45,68,366,0,0,0,2,0,11,3,36,2,13,20,105,0,0,0,0,0,0,3,7,3,32,45,232,2,32,57,224,8,110,92,607
NE,36,159,200,970,0,2,3,11,2,6,5,47,0,1,0,1,0,0,2,8,0,0,0,0,0,0,0,1,12,42,68,323,7,34,15,131
NE,93,503,525,3107,0,6,13,52,6,37,46,257,36,170,163,858,0,7,4,26,2,6,3,19,53,252,317,1528,45,231,212,1296,572,2594,2464,14236
NE
NE,140,715,722,4214,0,9,15,60,8,51,61,321,48,219,209,1120,1,8,6,34,2,7,5,25,77,336,418,2063,58,298,282,1693,744,3291,3046,17829
NE
NE,9,34,48,195,0,0,0,2,0,1,0,4,2,9,12,55,0,2,0,7,0,0,0,0,4,41,39,201,0,12,6,55,19,294,261,1634
NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
NE,164,788,959,5382,5,13,15,88,15,49,67,373,0,5,1,16,1,4,13,43,1,2,0,14,0,0,0,1,124,483,554,2852,46,213,224,1261
NE,10,42,47,245,0,0,1,2,0,0,1,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,15,24,108,1,7,4,29
NE,41,210,256,1286,0,2,3,12,2,8,8,70,0,2,0,4,0,0,3,10,0,0,0,0,0,0,0,1,18,63,89,452,10,43,28,179
NE,3,9,21,72,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,58,0,1,5,18
NV,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1
NV
NV
NV
NV,24,155,181,1013,0,3,4,42,7,22,19,153,0,0,0,0,0,0,0,0,0,2,0,3,8,58,77,436,42,249,273,1520,0,0,0,0
NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,229,260,1249
NV,608,1814,3016,17750,19,60,105,606,114,381,626,3525,0,0,0,0,27,88,116,793,0,0,0,0,92,263,419,2222,1006,3020,4839,25269,873,2605,4161,22228
NV
NV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NV,71,366,312,1916,4,24,20,175,9,60,54,317,10,43,46,290,8,29,26,197,0,0,0,0,16,85,91,474,32,200,185,1100,395,1676,1518,9544
NV,16,61,115,500,6,13,11,88,2,11,16,70,14,54,75,378,0,1,4,21,0,0,0,2,1,26,27,142,0,7,4,21,33,124,176,965
NV,19,152,187,1107,1,5,4,31,2,12,50,253,3,27,35,180,0,17,20,109,0,0,0,0,32,254,306,1796,20,137,137,794,237,1437,1786,10425
NV,18,96,140,723,6,13,10,65,2,12,26,148,6,44,72,347,0,11,9,58,0,0,0,0,16,159,181,1062,7,76,70,418,122,713,872,5237
NH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
NH,16,63,61,438,0,1,1,11,24,78,67,543,4,20,19,106,1,7,5,60,0,0,0,0,12,64,128,670,15,72,86,545,187,636,608,4595
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NH,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,7,0,0,0,0,1,1,0,1,0,0,1,3,0,0,0,0
NH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NH,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NH,38,141,137,930,0,1,6,34,59,179,166,1379,7,38,37,243,3,16,14,125,0,0,1,1,15,112,215,1098,30,132,188,1084,350,1182,1337,8671
NH,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,9,4,26
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,4
NH,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12
NH,0,5,6,32,0,0,0,1,0,0,0,0,0,4,5,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,25
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NH,0,4,6,30,0,0,0,0,0,0,0,0,0,4,5,16,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,5,0,1,1,33
NH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
NH
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NJ,0,0,0,3,0,1,0,3,0,0,0,2,0,0,0,0,0,1,0,14,0,0,0,0,0,3,8,40,2,5,0,19,0,0,0,0
NJ,0,1,0,8,0,0,0,0,0,4,1,6,0,0,1,5,0,0,0,4,0,0,0,0,0,0,1,4,1,8,3,21,0,0,0,1
NJ,0,0,1,16,0,0,0,1,0,0,0,5,0,0,0,3,0,0,1,2,0,0,0,0,0,6,11,67,0,0,0,2,1,1,0,6
NJ,0,10,17,118,0,0,0,0,0,1,1,9,0,4,4,24,0,0,0,0,0,0,0,0,2,13,13,105,0,24,21,143,4,51,72,353
NJ,0,3,4,48,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,4,4,35,0,10,6,48,1,20,28,147
NJ,0,18,50,265,0,0,2,6,0,7,10,50,0,11,22,84,0,4,4,19,0,0,0,0,0,6,14,53,0,40,131,370,0,68,157,660
NJ,0,1,6,26,0,0,0,1,0,1,3,9,0,0,1,4,1,3,0,4,0,0,0,0,0,2,3,9,0,1,1,4,0,1,2,6
NJ,0,2,2,28,0,0,0,0,0,0,1,5,0,0,1,2,0,0,0,0,0,0,2,6,0,5,1,18,0,1,7,13,0,14,24,125
NJ,313,2273,2338,14327,28,156,141,1077,23,188,221,1264,55,416,406,2560,3,20,35,211,1,27,13,164,49,292,316,1866,164,1113,1154,6708,59,441,494,2846
NJ
NJ
NJ,0,1,2,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,31,0,1,0,2,0,0,0,1
NJ,0,173,208,1332,0,5,3,25,0,9,17,79,0,12,19,85,0,0,3,8,0,6,6,51,0,97,99,649,1,54,88,339,0,312,398,2218
NJ,0,2,8,31,0,1,1,5,0,1,2,10,0,0,0,4,1,10,7,45,0,0,0,0,0,3,3,12,0,1,2,12,0,1,2,3
NJ,0,13,22,99,0,0,0,0,0,1,2,14,0,0,5,10,0,0,0,3,0,0,0,0,0,3,10,48,0,0,0,2,0,1,2,8
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
NJ,29,239,238,1465,4,15,4,40,1,19,17,91,7,57,54,299,0,1,5,29,1,3,0,8,1,7,24,106,10,100,162,719,3,77,122,575
NJ,1,33,199,663,0,5,19,59,0,3,16,46,0,0,1,2,1,19,22,100,0,0,0,4,0,2,21,116,0,29,144,510,0,0,26,138
NJ,1,90,360,967,0,12,38,162,1,10,35,98,0,2,5,20,4,35,39,208,0,5,6,21,1,6,5,48,1,41,143,322,0,8,10,62
NJ,0,29,42,176,0,0,0,2,0,6,8,43,0,7,8,32,0,2,0,8,0,0,2,9,0,12,10,79,0,22,75,172,0,49,100,463
NJ,0,1,2,18,0,2,0,4,0,0,0,5,0,0,0,3,1,8,7,37,0,0,0,0,0,6,12,70,0,0,1,10,0,0,0,4
NJ,0,13,21,96,0,0,0,0,0,1,2,12,0,2,5,12,0,0,0,1,0,0,0,0,0,3,7,34,0,0,0,2,0,2,3,12
NJ,8,51,72,293,0,1,0,2,1,8,6,27,3,24,30,120,0,1,2,8,0,0,0,0,4,20,28,118,3,47,57,133,20,113,147,701
NJ,0,0,2,17,0,1,0,2,0,0,0,5,0,0,0,3,1,8,7,35,0,0,0,0,0,6,12,70,0,0,1,7,0,0,0,4
NJ
NJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,4,0,1,0,2
NJ,0,146,162,977,0,14,20,101,0,27,99,372,0,32,35,212,0,27,24,170,0,0,0,0,0,62,71,354,0,328,332,1966,0,946,1158,5689
NJ,0,1287,5234,30246,0,48,266,1553,0,33,292,1807,0,5,8,58,4,12,34,115,0,0,4,15,0,1,486,2737,4,294,1803,9830,1,9,280,6511
NJ,0,84,334,3174,0,3,10,109,0,0,19,268,0,0,1,18,2,9,8,58,0,0,0,2,0,0,62,657,0,15,85,1241,0,1,16,5739
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NJ,3,14,7,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,3,7,1,17,0,2,3,16,0,0,1,1
NJ,0,114,474,4034,0,3,12,127,0,1,21,304,0,0,1,19,2,9,8,58,0,0,0,2,0,0,72,705,1,23,143,1462,0,1,27,5799
NJ,0,0,3,21,0,0,0,0,0,1,1,4,0,0,2,15,0,0,1,1,0,0,0,0,0,0,15,113,0,1,1,2,0,2,7,14
NJ,0,0,1,5,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,0
NJ,0,1,1,5,0,0,0,1,0,2,0,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,3,7,15
NJ,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,3,0,0,0,0,0,0,1,4,0,0,0,7,0,0,0,0
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NJ,0,11,51,147,0,1,6,26,0,1,3,8,0,0,0,0,0,6,2,25,0,0,0,0,0,0,0,2,0,1,9,29,0,0,0,11
NJ,0,1,1,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,21,0,1,0,3,0,0,0,3
NJ,1,34,127,321,0,2,14,42,0,1,8,43,0,0,0,1,1,17,22,96,0,1,1,2,0,1,5,27,0,9,48,89,0,0,3,11
NJ
NJ,0,12,10,122,0,0,0,0,0,0,1,27,0,8,4,49,0,0,3,4,0,0,0,1,0,3,5,29,0,4,3,30,0,11,7,53
NJ,0,10,22,72,0,0,1,3,0,0,1,16,0,0,1,2,0,1,2,9,0,0,0,0,0,7,12,39,0,3,5,10,0,0,1,4
NJ,0,4,2,15,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,11
NJ,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,3,0,2,1,9,0,0,0,5
NJ,0,14,62,174,0,2,2,21,1,3,5,23,0,0,1,5,1,9,4,22,0,0,0,0,0,3,4,14,0,2,11,24,0,2,2,9
NJ,0,63,95,465,0,2,0,9,0,10,17,77,0,6,25,78,0,1,4,19,0,2,1,15,0,23,29,152,0,48,156,427,0,140,213,962
NJ
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
NJ,0,19,25,221,0,0,0,0,0,2,3,40,0,13,13,109,0,0,3,6,0,0,0,1,0,4,9,44,0,11,5,55,0,14,15,90
NJ,1,84,353,922,0,16,39,175,1,9,35,96,0,0,1,1,8,53,60,294,0,0,0,0,0,4,3,36,1,33,127,282,0,3,3,24
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,0,1099,4590,25111,0,55,297,1809,0,28,270,1455,0,1,0,10,2,19,19,102,0,0,1,16,0,0,501,2452,4,270,1948,9644,2,4,284,1997
NJ,0,13,14,158,0,0,0,0,0,1,2,35,0,13,7,79,0,0,3,4,0,0,0,1,0,4,8,39,0,8,4,44,0,13,13,72
NJ,0,2,1,9,0,0,0,2,0,2,0,9,0,2,5,26,0,0,0,2,0,0,0,0,0,0,1,8,0,3,6,36,0,0,1,4
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NJ,0,1,2,14,0,2,0,5,0,0,0,4,0,0,0,2,1,9,8,40,0,0,0,0,0,6,12,64,0,0,1,9,0,0,0,2
NJ,0,2,1,8,0,0,0,4,0,2,0,7,0,2,5,26,0,0,0,0,0,0,0,0,0,0,1,11,0,6,6,41,0,0,1,4
NJ,0,0,3,22,0,0,0,0,0,2,2,6,0,0,2,15,0,0,1,1,0,0,0,0,0,0,15,114,0,0,0,0,0,1,3,8
NJ,0,0,1,16,0,1,0,2,0,0,0,5,0,0,0,3,1,3,2,11,0,0,0,0,0,6,12,69,0,0,0,3,1,1,0,5
NJ,0,1,7,22,0,0,1,4,0,0,0,1,0,0,0,0,0,6,2,15,0,0,0,0,0,0,0,2,0,1,3,12,0,1,0,7
NJ,0,13,18,90,0,0,0,0,0,1,2,10,0,1,5,11,0,0,0,0,0,0,0,0,0,3,7,34,0,0,0,1,0,1,3,11
NJ,0,100,338,2804,0,5,20,162,0,1,18,201,0,0,0,10,0,6,7,29,0,0,0,3,0,0,90,569,0,25,167,1352,0,0,32,2879
NJ,0,1,3,19,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,7,11,36,0,2,0,2,0,0,0,1
NJ,0,0,3,22,0,0,0,0,0,1,1,3,0,0,2,14,0,0,1,1,0,0,0,0,0,0,15,114,0,1,1,2,0,1,2,7
NJ,0,10,17,123,0,0,0,0,0,1,1,9,0,4,3,23,0,0,0,0,0,0,0,0,2,12,10,97,0,23,21,144,3,49,73,346
NJ,1,42,161,411,0,3,16,61,1,3,13,55,0,0,2,3,1,23,26,126,0,2,2,6,0,3,6,35,0,14,65,129,0,2,4,16
NJ,0,8,14,53,0,0,0,0,0,0,2,17,0,0,2,5,0,0,0,1,0,0,0,0,0,8,12,47,0,1,0,2,0,0,1,5
NJ
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NJ,0,193,226,1378,0,25,30,134,0,42,189,574,0,48,61,341,1,56,61,343,0,0,0,0,0,118,132,679,0,608,626,3493,0,1562,1836,8923
NJ
NJ,0,13,22,97,0,0,0,0,0,1,2,13,0,0,5,10,0,0,0,0,0,0,0,0,0,3,7,41,0,0,0,1,0,1,2,7
NJ,2,7,15,63,0,0,0,3,0,0,1,4,0,6,2,17,0,0,0,0,0,0,0,0,0,0,2,4,2,9,7,32,0,5,3,23
NM,266,1525,1626,10920,13,66,89,474,40,264,237,1688,66,371,437,2240,92,544,514,3139,0,0,0,0,67,267,251,1534,160,805,710,4238,2405,12069,11897,72448
NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM
NM,1,12,8,37,0,0,0,3,0,5,2,20,0,0,1,4,0,1,0,10,0,0,0,0,1,139,231,800,0,7,22,47,1,21,31,101
NM,0,13,6,37,0,0,0,11,1,2,0,22,0,0,0,0,0,0,0,2,0,0,0,0,2,9,0,13,0,0,1,36,0,0,0,1
NM
NM,80,425,443,3064,6,16,23,114,8,73,63,478,11,74,98,557,17,127,146,757,0,0,0,0,6,47,41,257,50,224,196,1120,573,3113,2904,18709
NM,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
NM,2,49,52,286,0,0,0,4,0,22,31,178,3,12,12,89,0,12,18,120,0,0,0,0,9,133,178,1031,5,91,109,615,8,187,176,1101
NM,0,0,0,11,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,1,3,3,29
NM,40,313,392,2040,1,10,3,32,17,263,193,1331,4,97,35,467,0,3,1,8,0,1,1,6,29,221,164,1150,23,230,163,936,55,512,590,3017
NM
NY,0,1,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,1,8,42,1,2,2,7,0,1,0,3
NY,11,162,216,1134,1,6,14,65,1,13,25,168,0,9,2,41,0,1,5,15,0,0,0,1,0,1,0,11,5,56,51,383,1,7,6,2163
NY
NY,6,24,14,102,0,0,1,3,0,5,9,47,1,5,3,25,0,0,0,3,0,0,0,0,0,0,2,3,8,24,32,152,21,82,68,441
NY,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,2,4,28
NY,0,0,3,9,0,0,1,7,0,0,5,10,0,1,1,3,0,0,0,2,0,0,0,0,0,4,5,33,0,0,1,7,0,1,1,22
NY,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2
NY,8,221,311,1682,2,14,20,118,0,26,44,252,0,13,15,48,0,7,7,58,0,0,0,0,0,3,2,18,4,34,41,185,0,0,4,20
NY,0,1,0,1,1,4,4,88,0,0,0,0,0,0,0,0,3,24,36,182,0,0,0,0,0,1,0,3,0,10,14,65,0,2,4,57
NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
NY,85,668,835,4585,10,34,30,229,13,81,95,598,0,0,0,1,2,7,6,32,0,0,0,0,0,1,0,1,22,201,209,1129,0,3,0,3
NY,6,24,52,264,0,1,1,4,3,12,13,67,1,3,3,23,0,0,0,4,0,0,0,1,0,0,0,2,3,21,21,106,16,71,57,329
NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,2
NY,0,1,4,22,0,0,0,0,0,0,1,2,0,0,2,8,0,0,0,0,0,0,0,0,0,1,8,33,0,0,0,3,0,3,14,62
NY
NY,9,68,98,476,1,1,2,29,2,9,15,89,0,3,0,8,0,0,0,3,0,0,0,0,0,1,0,2,3,28,20,176,0,1,2,7
NY,19,78,92,543,0,1,2,12,7,30,28,183,3,11,15,68,0,1,2,9,0,1,0,1,1,3,3,7,13,36,50,256,48,157,163,927
NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
NY,59,306,388,2158,1,19,19,123,27,138,150,977,15,46,65,379,2,10,3,40,0,0,1,4,2,9,1,22,43,162,174,1000,132,492,551,3127
NY,88,405,510,2854,5,36,24,202,48,195,234,1438,19,70,95,545,5,21,11,97,0,0,1,4,4,12,7,40,65,258,287,1659,215,786,883,5026
NY,21,77,81,450,2,5,4,12,3,15,11,70,6,56,71,384,0,2,2,18,0,0,0,0,6,26,46,220,17,91,87,419,147,538,501,2603
NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
NY,0,3,11,44,0,1,0,16,0,0,13,32,0,0,0,1,0,1,0,7,0,0,0,1,0,5,12,49,0,1,5,26,0,0,7,30
NY,68,376,548,2982,6,24,21,173,49,189,209,1386,18,78,90,504,3,29,11,128,0,0,0,0,4,15,8,57,53,280,354,1863,227,935,980,5742
NY,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,2
NY,1,44,51,332,0,7,9,43,1,6,7,68,0,0,0,0,0,1,2,28,0,0,0,0,0,0,0,4,0,11,12,79,0,1,1,7
NY,0,0,8,53,0,0,0,0,0,0,0,1,0,0,2,13,0,0,0,1,0,0,0,0,0,1,2,13,0,0,7,26,0,6,10,88
NY,0,1,1,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,87,0,0,0,1,0,1,0,2
NY,0,10,35,449,0,1,0,4,0,3,1,46,0,3,8,99,0,0,0,15,0,0,1,4,0,0,9,159,0,5,41,211,0,33,91,1073
NY,1,4,4,29,0,0,0,0,1,1,0,12,1,2,1,6,0,1,0,1,0,0,0,0,0,0,0,1,0,2,3,28,5,15,8,82
NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
