state_id,Thefts Last Week,Thefts Last 30 Days,Thefts Previous 30 Days,Theft Last Six Months,Robbery Last Week,Robbery Last 30 Days,Robbery Last Six Months,Burglary Last Week,Burglary Last 30 Days,Burglary Previous 30 Days,Burglary Last Six Months,Vandalism Last Week,Vandalism Last 30 Days,Vandalism Previous 30 Days,Vandalism Last Six Months,Shooting Last Week,Shooting Last 30 Days,Shooting Previous 30 Days,Shooting Last Six Months,Arson Last Week,Arson Last 30 Days,Arson Previous 30 Days,Arson Last Six Months,Arrest Last Week,Arrest Last 30 Days,Arrest Previous 30 Days,Arrest Last Six Months,Assault Last Week,Assault Last 30 Days,Assault Previous 30 Days,Assault Last Six Months,Other Last Week,Other Last 30 Days,Other Previous 30 Days,Other Last Six Months
ID,0,2,8,15,0,0,0,0,0,1,1,2,1,2,4,13,0,1,2,3,0,0,0,0,0,1,0,14,0,5,17,26,2,11,20,75
ID,0,10,7,58,0,0,0,1,0,0,1,10,1,5,5,21,0,0,0,0,0,0,0,0,4,10,15,97,0,3,5,19,1,38,28,172
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ID,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,8,0,0,4,17
ID,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8
ID,0,6,13,81,0,0,0,0,0,0,0,7,0,2,1,38,0,0,0,0,0,0,0,0,0,1,1,30,0,10,26,133,0,7,181,899
ID
ID,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
ID,0,83,177,1065,0,2,0,9,0,7,15,102,0,41,94,500,0,0,0,3,0,0,0,11,0,37,89,510,0,45,255,1312,1,143,2455,10020
ID
ID,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ID
ID
ID,0,1,0,9,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21,0,0,0,32
ID,5,21,21,106,0,0,0,0,0,1,5,14,1,5,9,32,0,2,5,16,0,0,0,0,2,17,29,105,15,29,39,162,22,66,85,344
ID
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
ID,0,5,13,101,0,0,0,2,0,0,1,14,0,1,3,63,0,0,0,1,0,0,0,1,0,2,3,54,0,12,27,171,0,7,169,914
ID
ID,0,33,36,192,0,0,0,0,0,7,7,36,0,1,12,55,0,1,3,18,0,0,0,0,0,14,14,90,0,31,14,134,0,79,124,630
ID
ID,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,5
ID
ID
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
ID,0,10,6,56,0,0,0,1,0,0,3,11,1,5,7,22,0,0,0,0,0,0,0,0,4,10,15,97,0,2,6,18,1,37,28,174
ID
ID
ID,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,19
ID
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ID
ID
ID,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
IL
IL,0,91,185,1129,0,3,4,31,0,12,23,117,1,48,87,427,1,8,11,61,0,6,12,42,0,16,57,364,0,87,151,919,0,541,841,5406
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
IL,0,5,4,39,0,0,0,2,0,0,0,6,2,2,2,10,1,1,0,8,0,0,0,0,1,23,25,162,0,5,8,44,2,13,22,105
IL,1,42,66,392,0,1,1,7,2,27,48,226,1,47,61,320,0,0,0,13,0,0,0,2,1,37,67,284,6,34,54,290,5,146,215,1213
IL,62,273,264,1564,2,4,5,26,5,12,14,96,13,58,62,301,5,24,25,168,0,0,0,3,34,193,199,1093,27,111,110,552,960,4674,4620,25889
IL,0,3,3,33,0,0,0,0,0,0,0,4,0,2,2,17,0,0,0,1,0,0,0,1,0,3,6,28,0,2,0,6,0,11,13,92
IL,0,93,162,778,0,2,2,12,0,17,7,111,0,26,55,245,0,2,9,40,0,0,0,1,0,64,106,556,0,89,145,559,0,334,516,2970
IL,2,31,44,308,0,1,4,11,0,1,3,18,0,5,16,103,0,1,1,13,0,2,1,16,0,34,43,312,0,13,43,261,0,289,419,2271
IL,0,360,425,2784,0,55,98,575,0,26,49,273,0,135,214,1153,5,33,20,132,0,7,5,33,0,129,244,1395,1,391,550,3030,0,343,502,2513
IL,12,120,178,1139,0,1,1,5,3,40,146,645,7,38,81,359,0,4,12,63,0,0,0,10,11,83,113,660,15,121,231,1180,33,379,789,4237
IL,0,7,24,96,0,0,0,3,0,1,4,10,0,4,5,25,0,0,0,0,0,1,0,2,0,4,18,112,0,8,8,51,0,7,17,114
IL,0,45,81,484,0,3,7,28,0,5,12,50,0,14,31,173,0,4,2,26,0,4,2,19,0,43,51,344,0,30,54,364,0,258,324,1884
IL,1,20,47,250,0,1,0,4,4,41,65,317,6,54,75,411,0,1,0,6,0,0,1,2,8,46,80,385,15,41,52,297,15,124,171,908
IL,0,111,244,1377,0,4,11,54,0,9,29,110,0,45,90,460,1,2,1,17,0,3,3,17,0,27,79,470,0,70,152,746,0,116,176,1101
IL,0,69,88,597,0,6,7,34,0,6,7,61,1,19,28,181,0,15,20,264,0,1,0,2,0,48,75,597,0,91,168,702,0,169,322,2155
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IL,2,76,113,684,0,7,4,33,2,15,16,124,0,35,35,192,0,1,3,9,0,1,0,7,0,66,91,605,5,96,107,592,4,43,42,275
IL,2,82,106,723,0,8,3,42,2,17,19,145,0,40,39,236,0,2,3,11,0,1,0,8,0,86,116,784,5,119,127,736,4,52,49,317
IL
IL,0,564,966,5538,0,79,97,713,0,52,84,444,0,245,466,2358,6,62,44,268,0,3,10,44,0,167,261,1447,0,722,927,5501,0,369,608,3368
IL,0,30,48,298,0,3,2,11,0,6,3,52,0,12,19,128,0,6,4,42,0,2,0,14,0,31,40,234,0,38,71,411,0,296,407,2723
IL,0,26,49,268,0,0,1,1,0,3,5,28,0,9,18,111,0,0,0,9,0,4,2,22,0,13,11,95,0,17,39,212,0,174,203,1332
IL,0,8,58,297,0,0,0,1,0,0,2,23,0,0,7,41,0,0,0,0,0,0,0,0,0,3,38,179,5,20,111,423,9,30,137,707
IL,0,0,3,10,0,0,0,2,0,0,4,5,0,0,0,4,0,0,0,0,0,0,0,0,1,7,14,64,0,1,0,4,0,1,0,2
IL,9,104,121,565,1,2,3,24,2,43,35,222,10,39,41,183,2,5,2,20,1,2,2,10,39,286,296,1630,11,47,52,273,0,11,9,61
IL,16,67,94,523,0,0,0,2,2,3,7,52,4,22,13,97,0,0,1,8,0,0,0,2,9,33,55,296,17,72,81,441,20,124,124,750
IL,0,110,181,1049,0,2,4,19,0,12,14,98,0,31,63,354,0,2,3,19,0,6,5,27,0,27,46,251,0,48,76,546,1,364,562,3328
IL,0,14,24,90,0,3,1,4,0,3,6,18,1,13,3,27,0,0,1,2,0,0,0,0,0,15,5,32,2,34,32,117,1,3,2,12
IL,1,45,41,334,1,9,8,72,11,62,62,388,5,16,22,131,18,93,58,460,0,2,4,17,4,21,26,150,20,77,93,497,100,384,356,2098
IL
IL,21,108,98,556,2,6,2,19,4,25,23,138,9,41,34,250,0,0,1,4,0,0,0,0,10,38,49,241,23,83,52,326,383,1694,1524,8866
IL,0,32,52,301,0,0,1,6,0,2,5,27,0,9,21,83,0,0,0,7,0,1,1,2,0,17,46,168,0,17,19,118,0,58,64,429
IL,0,487,642,3917,1,66,86,586,0,43,50,341,0,142,204,1188,6,22,20,93,0,5,1,19,0,101,159,1015,1,428,555,3172,0,284,391,2106
IL,3,432,711,4055,0,36,36,255,0,57,60,482,2,132,199,984,1,10,13,63,0,5,1,15,1,55,121,556,3,221,303,1785,1,107,150,874
IL,0,65,102,571,0,0,0,8,0,11,6,74,0,16,28,153,0,2,7,35,0,0,0,1,0,58,116,548,0,53,91,353,0,220,353,1959
IL,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,38,0,2,2,12,0,6,10,70
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,0,1,1,10,0,0,0,0,0,0,0,1,0,1,0,16,0,0,0,2,0,0,0,0,1,3,4,17,3,6,8,40,3,15,17,117
IL,4,12,38,209,0,0,0,1,0,0,8,40,0,1,3,31,0,1,0,2,0,1,1,3,0,1,7,78,0,3,1,20,2,15,14,140
IL,4,105,223,1214,0,3,4,18,0,22,28,230,0,29,34,236,0,2,0,14,0,3,3,13,1,22,54,309,1,31,45,297,2,167,223,1434
IL,0,6,11,43,0,2,1,10,1,17,13,59,1,5,5,35,7,27,17,128,0,1,3,6,2,4,10,42,4,16,24,91,21,61,59,298
IL,0,4,16,77,0,0,0,2,0,4,13,78,0,6,15,94,0,0,1,2,0,0,0,0,0,6,15,98,0,5,19,113,0,52,108,626
IL,0,57,57,340,0,2,1,5,0,26,66,405,0,48,50,248,0,1,0,8,0,0,0,0,0,19,46,173,0,53,112,486,0,260,352,1767
IL,1,2,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,7,2,4,3,16,2,6,7,22
IL,4,4,10,67,0,0,0,0,0,0,4,13,0,3,4,29,0,0,0,3,0,1,1,2,1,2,5,43,0,3,1,15,1,13,8,96
IL,0,74,124,842,0,8,7,44,0,8,9,107,0,57,63,473,0,31,35,206,0,11,11,87,0,45,63,399,0,71,111,767,0,981,1366,8326
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,13,0,0,0,0,0,0,0,48,0,0,1,3,0,1,0,15
IL,0,8,12,58,0,0,0,1,0,3,5,48,3,17,12,86,2,6,5,32,0,0,0,0,0,5,1,17,4,26,23,140,30,169,157,882
IL,3,19,13,100,0,0,1,3,0,0,1,5,0,4,4,26,0,0,0,0,0,0,0,0,4,42,32,298,1,22,20,148,1,12,10,56
IL,0,109,209,1239,0,3,3,25,0,27,26,231,2,33,45,183,0,3,5,30,0,1,1,7,1,32,84,416,1,31,27,155,1,30,56,269
IL
IL,0,18,39,235,0,1,1,5,0,12,37,216,0,19,42,177,0,0,0,4,0,0,0,0,0,7,27,82,0,17,42,168,0,86,168,820
IL,0,0,1,6,0,0,0,1,0,0,0,0,0,4,2,14,0,0,0,2,0,0,0,1,0,0,5,16,0,2,2,14,0,4,5,59
IL,0,2,12,54,0,0,0,1,0,2,6,44,0,2,11,68,0,0,0,0,0,0,0,0,0,12,23,158,0,2,16,68,0,28,58,375
IL,1,9,65,308,0,0,0,1,0,0,2,22,0,0,8,46,0,0,0,1,0,0,0,0,0,6,42,202,2,17,115,419,8,28,142,717
IL,0,46,63,461,0,5,7,33,0,3,7,50,0,13,24,142,0,12,17,236,0,1,1,8,0,44,74,586,0,76,154,603,0,186,329,2124
IL
IL,0,3,11,49,0,0,1,4,0,1,4,33,0,4,2,17,0,0,0,0,0,0,0,0,0,2,18,55,1,5,15,64,0,23,30,152
IL,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,6,42,0,0,0,2,3,10,8,66
IL,1,713,1127,6313,0,63,83,471,0,92,100,734,1,205,293,1587,3,17,17,97,0,4,4,28,1,81,162,769,2,386,494,3006,1,162,248,1438
IL,0,7,3,20,0,0,0,0,0,1,2,23,0,4,0,12,0,0,0,2,0,0,0,0,0,7,18,120,0,5,21,111,0,27,36,194
IL,0,36,38,355,0,1,1,3,0,3,4,12,0,8,2,25,0,0,0,4,0,3,1,7,1,6,7,29,1,15,12,62,1,50,50,325
IL,10,103,117,550,1,2,3,24,2,42,35,218,10,39,40,181,2,5,2,20,1,2,2,10,39,283,294,1608,11,46,50,270,0,11,9,62
IL
IL,8,44,35,194,0,0,0,2,2,4,13,33,0,6,7,46,0,0,0,0,0,0,0,0,3,19,29,147,32,115,110,671,36,136,104,707
IL,0,0,7,20,0,0,0,0,0,0,6,21,0,0,2,3,0,0,1,1,0,0,0,0,0,0,1,5,0,0,1,15,0,5,20,113
IL,0,0,64,399,0,0,0,2,0,0,21,129,0,0,51,424,0,0,5,13,0,0,0,0,0,0,8,108,0,0,78,506,0,0,109,849
IL
IL,0,187,340,1839,0,6,10,37,0,44,33,314,1,50,72,408,0,1,0,14,0,5,4,19,1,28,58,318,1,69,88,523,1,201,328,1923
IL,4,78,142,698,0,2,1,8,0,11,16,92,1,14,28,143,0,3,1,5,0,0,0,1,1,61,65,375,1,60,61,320,21,224,310,1513
IL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
IL,0,239,405,2180,0,8,21,71,0,40,31,290,0,69,93,566,1,2,1,16,0,5,4,28,0,24,58,307,1,108,144,858,1,348,525,3114
IL,11,69,64,441,0,0,0,3,3,9,4,39,7,23,23,145,0,2,1,6,0,0,0,3,11,66,63,369,17,79,58,412,31,154,167,979
IL,34,176,193,1046,1,2,5,22,5,11,10,71,10,46,46,205,6,22,21,150,0,0,0,1,26,148,165,879,20,76,77,417,701,3439,3308,18748
IL,4,27,69,348,0,1,1,6,0,0,13,48,1,4,16,81,0,0,0,7,0,2,2,8,1,9,16,109,0,9,11,92,2,74,94,656
IL,4,67,140,764,0,2,2,12,0,12,17,123,0,13,16,117,0,1,0,3,0,2,1,5,1,12,33,211,1,14,13,121,2,49,51,414
IL,0,23,20,145,0,0,0,1,0,4,1,13,1,9,5,50,0,1,1,3,0,0,0,0,0,39,67,330,0,2,6,26,0,13,6,61
IL,2,42,42,381,0,0,0,0,0,2,0,8,0,3,3,31,0,0,0,1,0,3,2,14,2,5,8,29,0,5,7,39,2,77,79,490
IL,0,31,47,259,0,3,0,7,0,8,2,50,0,15,25,104,0,6,6,45,0,1,4,21,0,27,35,194,0,41,82,436,0,312,444,3089
IL,0,0,66,309,0,0,2,11,0,0,16,40,0,0,24,87,1,1,0,1,0,0,1,2,0,0,31,173,0,0,31,163,0,0,21,101
IL,0,571,729,4663,1,97,171,1057,0,50,74,443,0,227,333,1811,7,57,37,211,0,6,6,34,0,216,391,2295,1,680,920,5053,0,337,502,2643
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,50,296,0,0,0,0,0,0,0,0
IL,0,8,11,64,0,0,1,1,0,1,2,8,0,3,7,36,0,0,0,2,0,2,0,9,0,6,8,42,0,5,9,48,0,71,135,752
IL,7,26,24,150,0,0,1,4,0,1,2,12,1,9,11,56,0,7,5,48,0,0,0,0,6,40,44,270,3,28,21,176,104,434,384,2220
IL,0,22,39,223,0,2,0,4,0,4,8,46,0,17,19,111,0,0,0,8,0,0,0,2,0,16,30,128,0,16,35,175,0,102,131,852
IL,0,16,43,218,0,1,3,10,0,3,9,40,0,13,27,105,0,0,0,6,0,1,0,10,0,17,57,318,0,20,54,257,0,112,205,1103
IL,0,11,13,83,0,0,1,1,0,1,3,13,0,9,12,53,0,0,0,4,0,1,0,10,0,16,36,208,0,6,17,89,0,79,124,706
IL,0,160,262,1457,0,2,8,31,0,22,16,115,0,50,69,424,1,4,3,21,0,6,5,26,0,26,37,233,0,62,113,690,0,351,557,3293
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IL,0,0,3,63,0,1,1,9,0,0,0,49,0,0,0,39,4,6,25,183,0,0,0,1,0,8,13,70,0,1,2,48,0,0,2,13
IL
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IL,0,2,6,25,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,10,0,0,3,12
IL,0,1,1,14,0,1,0,1,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,1,0,62,123,550,0,0,0,2,0,0,1,2
IL,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,3,0,0,0,12
IL,0,388,489,3135,0,56,82,535,0,33,41,288,0,123,174,1015,5,23,18,93,0,5,1,19,0,99,163,1020,1,357,526,2770,0,256,384,1903
IL,0,12,15,102,0,0,0,0,0,0,0,4,0,7,13,57,0,0,0,0,0,0,0,1,0,7,7,73,0,18,21,131,1,75,68,554
IL,0,0,57,314,0,0,0,2,0,0,18,107,0,0,36,267,0,0,4,11,0,0,0,0,0,0,4,83,0,0,51,339,0,0,80,600
IL,0,0,55,292,0,0,0,1,0,0,17,95,0,0,31,246,0,0,4,12,0,0,0,0,0,0,4,74,0,0,44,302,0,0,73,549
IL,27,138,112,789,3,13,7,52,78,336,322,2095,7,41,23,172,23,144,85,685,2,12,1,35,51,224,226,1383,38,201,149,949,473,2234,1989,11755
IL,1,31,44,273,0,3,1,7,0,6,9,55,0,22,25,142,0,0,0,11,0,1,0,3,1,18,30,138,0,18,36,186,2,114,139,899
IL,0,0,4,16,0,2,0,3,0,1,2,9,1,3,0,7,0,0,0,2,0,0,0,1,0,5,4,36,0,3,0,13,0,10,17,83
IL,0,4,20,88,0,0,0,2,0,3,12,73,0,5,19,118,0,0,1,1,0,0,0,0,0,9,13,90,0,3,21,92,0,46,110,654
IL,0,110,159,957,0,2,5,28,0,11,11,64,0,30,50,281,1,2,4,14,0,4,1,14,0,11,28,124,0,42,91,504,0,258,458,2455
IL
IL,0,33,36,234,0,0,0,1,0,8,0,21,0,11,10,61,0,1,1,4,0,0,0,0,0,42,59,325,0,9,15,61,0,37,45,230
IL,0,69,109,677,0,2,2,10,0,24,20,208,1,16,17,111,0,0,0,3,0,2,0,2,1,13,29,135,1,22,19,129,0,11,23,52
IL,0,4,2,22,0,0,0,0,0,0,0,0,0,2,5,17,0,0,0,0,0,0,0,0,1,4,5,38,3,13,12,82,3,12,20,80
IL,0,242,306,1817,0,9,6,43,0,335,474,2992,0,225,295,1924,0,44,48,347,0,0,0,0,0,81,130,646,0,289,469,2044,0,1352,1628,9079
IL,0,30,55,263,0,2,2,7,0,9,4,51,0,13,26,95,0,0,4,12,0,0,0,1,0,25,32,173,0,34,54,186,0,130,175,1086
IL,0,42,85,489,0,1,4,20,0,3,5,52,0,34,37,257,0,16,17,109,0,7,5,40,0,16,27,231,0,44,73,512,0,578,804,5014
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,0,105,175,867,0,2,2,14,0,18,8,116,0,27,56,256,0,2,11,44,0,0,0,1,0,77,137,684,0,95,151,582,0,337,539,3060
IL,0,9,0,47,0,0,0,0,0,1,1,2,0,3,0,10,0,0,0,0,0,0,0,0,0,19,0,58,0,6,1,25,0,32,0,220
IL,2,79,116,733,0,8,4,38,2,16,16,131,0,38,38,213,0,1,3,10,0,1,0,8,0,77,105,690,5,107,117,652,4,51,47,306
IL
IL,2,39,39,369,0,1,0,2,0,3,2,11,0,6,2,27,0,0,0,5,0,3,1,11,1,6,8,32,1,11,13,60,1,59,71,408
IL,0,23,43,251,0,2,1,7,0,14,49,258,0,20,41,180,0,0,0,5,0,0,0,0,0,7,27,90,0,27,51,219,0,106,197,963
IL,2,50,76,495,0,0,4,8,0,3,5,34,0,8,22,156,0,1,1,16,0,5,3,28,0,38,42,322,0,22,59,345,1,333,475,2542
IL,2,55,86,556,0,0,3,4,0,3,5,30,0,8,15,106,0,0,1,7,0,5,3,24,0,13,17,102,0,10,24,156,1,193,232,1421
IL,0,8,33,154,0,0,0,2,0,0,2,13,0,3,3,21,0,0,0,3,0,0,0,0,0,6,7,38,0,14,11,45,0,5,7,38
IL
IL,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,13,0,0,0,0,0,0,0,46,0,0,1,3,0,1,0,15
IL,0,164,317,1890,0,8,7,57,0,37,35,299,2,47,70,307,0,5,5,35,0,4,1,10,1,43,107,516,2,59,52,365,1,48,61,361
IL,30,111,89,631,1,3,2,10,52,227,260,1541,5,21,20,118,1,14,36,141,0,0,0,0,19,81,68,432,19,90,83,472,150,705,582,3360
IL,4,57,102,643,0,1,2,13,0,15,13,132,0,14,7,79,0,1,4,17,0,1,0,2,1,23,35,218,1,12,9,90,2,15,13,132
IL,0,9,22,85,0,0,0,3,0,2,5,12,0,1,5,21,0,0,0,3,0,0,0,0,0,8,20,93,1,9,10,42,0,5,12,74
IL,3,5,5,26,0,0,0,1,1,1,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,8,21,99,1,12,14,88,3,10,7,76
IL,1,7,18,60,0,0,0,0,0,2,3,10,3,27,28,105,0,0,1,1,0,0,0,0,0,5,6,24,0,19,16,70,0,14,15,66
IN,19,70,63,266,1,2,1,7,2,11,6,29,5,22,22,70,2,11,6,39,0,0,0,0,6,16,11,52,13,60,61,219,73,335,347,1268
IN,0,0,0,178,0,0,0,2,0,0,0,152,0,0,0,218,0,2,0,8,0,0,0,0,0,0,0,69,0,0,0,103,0,0,0,651
IN,0,12,15,76,0,0,0,1,0,0,1,2,0,4,14,46,0,0,0,1,0,0,0,0,1,8,16,91,1,9,2,47,2,72,79,491
IN,21,168,144,897,0,4,4,15,4,18,12,83,13,116,85,591,0,0,0,0,0,1,2,12,3,58,57,327,20,134,103,677,2,26,15,149
IN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IN,0,5,13,70,1,1,0,2,0,0,2,12,0,0,4,13,0,1,1,19,0,0,0,0,0,3,2,38,3,6,4,14,3,24,36,197
IN,19,120,212,1057,0,4,1,10,41,176,130,749,9,20,36,154,0,0,3,18,0,0,0,0,0,2,27,145,14,41,77,425,67,297,514,2481
IN,1,11,14,27,0,0,1,1,0,0,2,2,3,9,9,20,0,0,2,2,0,0,0,0,0,13,14,29,0,10,9,25,19,113,117,266
IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
IN,0,17,16,134,0,0,0,0,0,5,4,12,0,6,13,39,0,1,0,3,0,0,0,0,0,1,3,54,0,34,68,302,0,569,804,3725
IN,0,3,4,15,0,0,1,1,0,0,0,0,0,4,2,8,0,1,1,2,0,0,0,0,0,6,1,11,0,1,5,16,6,38,40,104
IN,16,67,95,522,0,0,0,2,2,3,7,52,4,22,13,96,0,0,1,8,0,0,0,2,9,33,55,298,18,72,80,440,20,124,124,750
IN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
IN,0,14,13,102,0,0,3,8,0,0,1,4,0,6,7,53,0,1,1,11,0,0,0,6,0,11,18,147,1,9,22,130,4,99,148,1062
IN,0,9,19,81,0,0,0,2,0,1,2,16,1,4,7,34,0,5,11,40,0,0,0,0,0,5,15,51,0,13,19,106,0,22,68,295
IN,0,7,2,36,0,0,0,0,0,0,1,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,5,39,1,3,1,16,0,31,43,223
IN,1,54,51,318,0,1,0,3,0,3,6,44,1,17,16,91,0,0,0,2,1,2,0,2,1,85,123,677,2,19,25,135,2,11,15,95
IN,0,4,4,31,0,0,0,0,0,1,0,6,0,2,1,13,0,1,0,4,0,0,0,1,0,19,38,171,0,11,11,85,0,1,1,11
IN,19,121,131,733,2,4,0,15,22,117,88,564,5,15,19,78,1,3,3,18,0,0,0,0,0,4,2,32,10,48,56,263,68,268,294,1525
IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,104,463,369,2541,2,13,13,85,19,93,68,513,32,132,116,691,26,112,95,674,0,0,0,0,13,65,68,401,76,314,305,1839,486,2130,2019,11867
IN,1,30,42,237,0,0,0,0,0,1,1,6,0,9,11,64,0,0,0,1,0,0,0,0,4,69,83,450,2,32,27,169,7,160,257,1313
IN,0,86,198,1074,0,3,5,37,0,15,25,184,0,52,109,517,0,42,100,483,0,0,3,10,0,83,112,607,0,141,221,1445,0,422,699,3992
IN,1,71,52,397,0,1,1,5,0,3,6,39,1,19,15,98,0,0,0,3,1,2,0,2,1,25,43,205,3,19,20,134,2,18,14,114
IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IN,14,172,198,1275,2,4,3,16,2,8,7,65,1,28,54,230,1,6,6,27,0,0,1,1,5,77,91,477,18,124,98,667,23,366,424,2388
IN,0,23,42,240,0,1,1,6,0,2,3,34,0,7,24,121,0,8,21,97,0,0,0,1,0,19,35,140,0,28,39,279,0,79,128,746
IN,50,243,259,1441,0,0,0,3,111,460,428,2546,28,94,56,333,1,6,1,7,0,0,0,0,0,2,5,34,21,83,84,486,236,957,976,5355
IN,0,28,42,298,0,3,4,17,0,3,4,28,0,6,18,85,0,10,13,163,0,1,0,2,0,37,61,478,0,50,105,420,0,96,176,1109
IN,6,29,49,332,1,1,1,4,1,1,11,54,1,1,10,49,0,10,8,56,0,0,0,2,1,8,10,93,8,25,16,52,8,56,113,627
IN,0,25,41,240,0,1,2,7,0,3,3,36,0,9,26,123,0,7,18,88,0,0,0,1,0,36,51,239,0,27,41,267,0,63,129,701
IN,0,19,42,304,0,0,3,6,0,0,3,41,0,13,25,168,0,6,13,70,0,0,0,1,0,23,32,230,0,42,59,394,1,139,247,1509
IN,2,10,13,43,0,0,0,0,0,1,1,7,1,2,0,9,0,0,0,5,0,0,0,0,2,38,55,299,0,3,6,23,0,1,3,16
IN,4,154,183,1144,0,0,1,2,1,5,10,29,1,41,76,362,0,1,1,10,0,0,0,0,9,159,197,1066,15,125,95,666,17,606,810,4389
