Name,City,State,Zip,County,IsPrivate,Level,LowGrade,HighGrade,RankStars,PupilTeacherRatio
Crown King Elementary School,Crown King,AZ,86343,Yavapai County,False,Elementary,K,8,4,Unknown
Verde Valley School,Sedona,AZ,86351,Yavapai County,True,Private,9,12,n/a,6.5
Cedar Hills School,Kingman,AZ,86401,Mohave County,False,Elementary,PK,8,4,58.0
Daytona Middle School,Lake Havasu City,AZ,86403,Mohave County,False,,,,n/a,n/a
Havasupai Elementary School,Lake Havasu City,AZ,86404,Mohave County,False,Elementary,K,6,3,19.8
Havasu Preparatory Academy,Lake Havasu City,AZ,86406,Mohave County,False,Elementary,K,8,2,Unknown
Cerbat Elementary,Kingman,AZ,86409,Mohave County,False,Elementary,K,5,1,20.5
Black Mountain Elementary School,Golden Valley,AZ,86413,Mohave County,False,Elementary,K,8,1,17.4
Academy of Building Industries,Fort Mohave,AZ,86426,Mohave County,False,High,9,12,1,Unknown
Montessori Preparatory Academy,Fort Mohave,AZ,86427,Mohave County,True,Private,PK,11,n/a,9.0
Mohave Accelerated Elementary School East,Bullhead City,AZ,86429,Mohave County,False,Elementary,K,5,4,Unknown
Beaver Dam Elementary,Littlefield,AZ,86432,Mohave County,False,Elementary,PK,6,1,14.8
Music Mountain Academy,Peach Springs,AZ,86434,Mohave County,False,High,9,12,n/a,Unknown
Havasupai Elementary School,Supai,AZ,86435,Coconino County,False,Elementary,K,8,n/a,9.0
Topock Elementary School,Topock,AZ,86436,Mohave County,False,Elementary,PK,8,3,35.6
Yucca Elementary School,Yucca,AZ,86438,Mohave County,False,Elementary,K,8,3,19.0
Mohave Valley Connections Academy,Mohave Valley,AZ,86440,Mohave County,False,Elementary,K,8,2,Unknown
Mt Tipton Elementary School,Dolan Springs,AZ,86441,Mohave County,False,Elementary,PK,6,1,23.4
Bullhead City Middle School,Bullhead City,AZ,86442,Mohave County,False,Middle,5,8,n/a,18.8
Wide Ruins Community School,Chambers,AZ,86502,Apache County,False,Elementary,K,6,n/a,11.3
Canyon De Chelly Elementary School,Chinle,AZ,86503,Apache County,False,Elementary,PK,6,0,12.4
Integrated Preschool,Fort Defiance,AZ,86504,Apache County,False,Elementary,PK,PK,n/a,13.0
Ganado High School,Ganado,AZ,86505,Apache County,False,High,9,12,1,18.6
Pine Springs Day School,Houck,AZ,86506,Apache County,False,Elementary,K,4,n/a,4.7
Lukachukai Community School,Lukachukai,AZ,86507,Apache County,False,Elementary,K,8,n/a,12.8
Black Mesa Community School,Pinon,AZ,86510,Navajo County,False,Elementary,K,8,n/a,18.4
Hunters Point Boarding School,Saint Michaels,AZ,86511,Apache County,False,Elementary,K,5,n/a,6.2
NATIVE - Sanders Valley High School,Sanders,AZ,86512,Apache County,False,High,9,12,n/a,Unknown
Immanuel Mission School,Teec Nos Pos,AZ,86514,Apache County,True,Private,PK,8,n/a,5.7
Tsehootsooi Dine Bi'Olta,Window Rock,AZ,86515,Apache County,False,Elementary,K,6,2,12.0
Dennehotso Boarding School,Dennehotso,AZ,86535,Apache County,False,Elementary,K,8,n/a,16.1
Many Farms Community School,Many Farms,AZ,86538,Apache County,False,Elementary,K,8,n/a,11.7
Cove Day School,Teec Nos Pos,AZ,86544,Apache County,False,Elementary,K,6,n/a,7.1
Concordia Charter School- Navajo Mission,Rock Point,AZ,86545,Apache County,False,Elementary,K,6,n/a,Unknown
Round Rock Elementary School,Round Rock,AZ,86547,Apache County,False,Elementary,PK,8,0,10.4
Tsaile Elementary School,Tsaile,AZ,86556,Apache County,False,Elementary,PK,8,3,13.9
Alliance Kory Hunter Middle,Los Angeles,CA,90001,Los Angeles County,False,Middle,6,8,2,23.1
Compton Avenue Elementary,Los Angeles,CA,90002,Los Angeles County,False,Elementary,K,5,2,17.4
Alliance College-Ready Middle Academy 4,Los Angeles,CA,90003,Los Angeles County,False,Middle,6,8,2,20.8
Alexandria Avenue Elementary,Los Angeles,CA,90004,Los Angeles County,False,Elementary,K,5,2,20.9
Ambassador School-Global Education,Los Angeles,CA,90005,Los Angeles County,False,Elementary,K,5,1,17.5
Berendo Middle,Los Angeles,CA,90006,Los Angeles County,False,Middle,6,8,1,17.0
Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Los Angeles,CA,90007,Los Angeles County,False,High,6,12,3,22.6
Acacia Learning Center,Los Angeles,CA,90008,Los Angeles County,True,Private,3,10,n/a,n/a
Brawerman Elementary East Of Wilshire Blvd Temple,Los Angeles,CA,90010,Los Angeles County,True,Private,K,6,n/a,5.6
Alliance College-Ready Middle Academy 12,Los Angeles,CA,90011,Los Angeles County,False,Middle,6,8,1,27.2
Ann Street Elementary,Los Angeles,CA,90012,Los Angeles County,False,Elementary,K,5,1,15.8
Lumbini Child Development Center,Los Angeles,CA,90013,Los Angeles County,True,Private,PK,K,n/a,1.5
Alliance Dr. Olga Mohan High,Los Angeles,CA,90015,Los Angeles County,False,High,9,12,4,17.6
Baldwin Hills Elementary,Los Angeles,CA,90016,Los Angeles County,False,Elementary,K,5,3,18.3
Contreras Learning Center-Academic Leadership Community,Los Angeles,CA,90017,Los Angeles County,False,High,9,12,2,21.3
Birdielee V. Bright Elementary,Los Angeles,CA,90018,Los Angeles County,False,Elementary,K,5,3,20.2
Alta Loma Elementary,Los Angeles,CA,90019,Los Angeles County,False,Elementary,K,5,2,18.3
Camino Nuevo Charter Academy #2,Los Angeles,CA,90020,Los Angeles County,False,Elementary,K,8,1,26.2
CDS Secondary,Los Angeles,CA,90021,Los Angeles County,False,High,6,12,1,2.5
Alfonso B. Perez Special Education Center,Los Angeles,CA,90022,Los Angeles County,False,High,9,12,n/a,8.7
Amanecer Primary Center,Los Angeles,CA,90023,Los Angeles County,False,Elementary,K,2,n/a,19.5
Emerson Community Charter,Los Angeles,CA,90024,Los Angeles County,False,Middle,6,8,4,20.6
Brockton Avenue Elementary,Los Angeles,CA,90025,Los Angeles County,False,Elementary,K,5,3,17.8
Alliance Ted K. Tajima High,Los Angeles,CA,90026,Los Angeles County,False,High,9,12,4,21.4
Canyon Oaks School,Los Angeles,CA,90027,Los Angeles County,True,Private,11,11,n/a,n/a
APEX Academy,Los Angeles,CA,90028,Los Angeles County,False,High,7,12,1,18.5
Blind Children's Center,Los Angeles,CA,90029,Los Angeles County,True,Private,PK,1,n/a,2.8
Abraham Lincoln Senior High,Los Angeles,CA,90031,Los Angeles County,False,High,9,12,4,14.8
All Saints Catholic School,Los Angeles,CA,90032,Los Angeles County,True,Private,K,8,n/a,n/a
Boyle Heights Continuation,Los Angeles,CA,90033,Los Angeles County,False,High,9,12,1,7.7
Alexander Hamilton Senior High,Los Angeles,CA,90034,Los Angeles County,False,High,9,12,4,18.0
Bais Chaya Mushka,Los Angeles,CA,90035,Los Angeles County,True,Private,K,8,n/a,11.1
Bais Yaakov School For Girls,Los Angeles,CA,90036,Los Angeles County,True,Private,9,12,n/a,13.0
Accelerated,Los Angeles,CA,90037,Los Angeles County,False,Elementary,K,8,1,22.4
Cheder Of Los Angeles,Los Angeles,CA,90038,Los Angeles County,True,Private,K,11,n/a,6.7
Allesandro Elementary,Los Angeles,CA,90039,Los Angeles County,False,Elementary,K,6,4,18.2
Bandini Elementary,Commerce,CA,90040,Los Angeles County,False,Elementary,K,5,0,17.0
American Montessori Preschool & Elementary,Los Angeles,CA,90041,Los Angeles County,True,Private,PK,K,n/a,n/a
Academia Avance Charter,Highland Park,CA,90042,Los Angeles County,False,High,6,12,1,15.6
All Nations Opportunity,Los Angeles,CA,90043,Los Angeles County,True,Private,K,1,n/a,4.5
Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles,CA,90044,Los Angeles County,False,High,9,12,2,21.0
Cowan Avenue Elementary,Los Angeles,CA,90045,Los Angeles County,False,Elementary,K,6,3,19.5
ABC Little Schools - West Hollywood,West Hollywood,CA,90046,Los Angeles County,True,Private,PK,K,n/a,12.0
Animo Legacy Charter Middle,Los Angeles,CA,90047,Los Angeles County,False,Middle,6,8,0,18.1
Carthay Elementary Of Environmental Studies Magnet,Los Angeles,CA,90048,Los Angeles County,False,Elementary,K,5,3,21.5
Archer School For Girls,Los Angeles,CA,90049,Los Angeles County,True,Private,6,12,n/a,8.2
Children Community Academy,Los Angeles,CA,90056,Los Angeles County,True,Private,PK,K,n/a,16.0
Camino Nuevo Charter Academy,Los Angeles,CA,90057,Los Angeles County,False,Elementary,K,8,2,23.0
Holmes Avenue Elementary,Los Angeles,CA,90058,Los Angeles County,False,Elementary,K,6,0,22.4
Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,CA,90059,Los Angeles County,False,High,9,12,2,21.7
Alain Leroy Locke College Preparatory Academy,Los Angeles,CA,90061,Los Angeles County,False,High,9,12,1,18.4
Academy of Media Arts,Los Angeles,CA,90062,Los Angeles County,False,High,9,12,2,14.5
Alliance College-Ready Middle Academy 8,Los Angeles,CA,90063,Los Angeles County,False,Middle,6,8,1,21.5
Brawerman West Elementary Of Wilshire Blvd Temple,Los Angeles,CA,90064,Los Angeles County,True,Private,K,6,n/a,4.7
Alliance Leichtman-Levine Family Foundation Env Sci High,Los Angeles,CA,90065,Los Angeles County,False,High,9,12,4,17.4
Beethoven Street Elementary,Los Angeles,CA,90066,Los Angeles County,False,Elementary,K,5,3,23.7
Green School Of Hollywood,Los Angeles,CA,90068,Los Angeles County,True,Private,3,12,n/a,n/a
Pacific Hills School,West Hollywood,CA,90069,Los Angeles County,True,Private,6,12,n/a,n/a
American University Preparatory School,Los Angeles,CA,90071,Los Angeles County,True,Private,9,12,n/a,2.8
Harvard-Westlake,Los Angeles,CA,90077,Los Angeles County,True,Private,7,12,n/a,8.1
Playa Vista Elementary,Playa Vista,CA,90094,Los Angeles County,False,Elementary,K,5,4,25.0
Geffen Academy At Ucla,Los Angeles,CA,90095,Los Angeles County,True,Private,6,12,n/a,9.4
Alhadi School,Bell,CA,90201,Los Angeles County,True,Private,PK,10,n/a,12.2
El Rodeo Elementary,Beverly Hills,CA,90210,Los Angeles County,False,Elementary,K,5,n/a,Unknown
Futures Academy - Beverly Hills,Beverly Hills,CA,90211,Los Angeles County,True,Private,6,12,n/a,3.3
Beverly Hills High,Beverly Hills,CA,90212,Los Angeles County,False,High,9,12,4,14.7
Bursch Elementary,Compton,CA,90220,Los Angeles County,False,Elementary,K,8,2,23.9
Bridges Preparatory Academy,Compton,CA,90221,Los Angeles County,False,Middle,6,8,1,23.6
Anderson Elementary,Compton,CA,90222,Los Angeles County,False,Elementary,K,8,3,24.3
Braddock Drive Elementary,Culver City,CA,90230,Los Angeles County,False,Elementary,K,5,4,21.0
A Dare To Care Learning Center,Culver City,CA,90231,Los Angeles County,True,Private,1,8,n/a,n/a
Echo Horizon,Culver City,CA,90232,Los Angeles County,True,Private,PK,6,n/a,6.7
Gallatin Elementary,Downey,CA,90240,Los Angeles County,False,Elementary,K,5,3,26.4
Around The World Children Center,Downey,CA,90241,Los Angeles County,True,Private,PK,1,n/a,n/a
Alameda Elementary,Downey,CA,90242,Los Angeles County,False,Elementary,K,5,3,25.2
Arena High (Continuation),El Segundo,CA,90245,Los Angeles County,False,High,9,12,n/a,19.3
Amestoy Elementary,Gardena,CA,90247,Los Angeles County,False,Elementary,K,5,3,20.6
Gardena Senior High,Gardena,CA,90248,Los Angeles County,False,High,9,12,2,19.9
Chapman Elementary,Gardena,CA,90249,Los Angeles County,False,Elementary,K,5,4,19.4
138th Street,Hawthorne,CA,90250,Los Angeles County,False,Elementary,3,5,4,28.0
Fusion Academy Sb: South Bay,Hermosa Beach,CA,90254,Los Angeles County,True,Private,6,12,n/a,2.1
Academia Moderna,Walnut Park,CA,90255,Los Angeles County,False,Elementary,K,5,1,22.0
Billy Mitchell Elementary,Lawndale,CA,90260,Los Angeles County,False,Elementary,K,5,2,19.1
Cesar Chavez Middle,Lynwood,CA,90262,Los Angeles County,False,Middle,7,8,1,23.4
Malibu Elementary,Malibu,CA,90265,Los Angeles County,False,Elementary,K,5,4,17.3
American Martyrs School,Manhattan Beach,CA,90266,Los Angeles County,True,Private,K,8,n/a,17.3
Fishburn Avenue Elementary,Maywood,CA,90270,Los Angeles County,False,Elementary,K,5,2,20.6
Calvary Christian School,Pacific Palisades,CA,90272,Los Angeles County,True,Private,PK,8,n/a,10.8
Chadwick School,Palos Verdes Peninsula,CA,90274,Los Angeles County,True,Private,K,12,n/a,7.8
Brighter Days Montessori School,Rancho Palos Verdes,CA,90275,Los Angeles County,True,Private,PK,K,n/a,3.7
Alta Vista Elementary,Redondo Beach,CA,90277,Los Angeles County,False,Elementary,K,5,4,26.4
Academy Of The Arts,Redondo Beach,CA,90278,Los Angeles County,True,Private,K,5,n/a,4.3
Aspire Firestone Academy Charter,South Gate,CA,90280,Los Angeles County,False,Elementary,K,5,2,24.0
Manzanita School And Institute,Topanga,CA,90290,Los Angeles County,True,Private,K,12,n/a,4.2
Acton Academy Venice Beach,Venice,CA,90291,Los Angeles County,True,Private,K,11,n/a,4.6
Westside Global Awareness Magnet,Marina Del Rey,CA,90292,Los Angeles County,False,Elementary,K,8,3,17.1
Paseo del Rey Fundamental,Playa Del Rey,CA,90293,Los Angeles County,False,Elementary,K,5,3,17.0
A Bright Beginning Child Development Center,Inglewood,CA,90301,Los Angeles County,True,Private,PK,K,n/a,10.0
Centinela Tk-8 Elementary,Inglewood,CA,90302,Los Angeles County,False,Elementary,K,8,2,26.5
Bennett/Kew P-8 Leadership Academy of Excellence,Inglewood,CA,90303,Los Angeles County,False,Elementary,K,8,2,27.2
Animo Leadership High,Inglewood,CA,90304,Los Angeles County,False,High,9,12,4,23.5
A Bright Beginning Inc.,Inglewood,CA,90305,Los Angeles County,True,Private,PK,1,n/a,16.5
Canyon Charter Elementary,Santa Monica,CA,90402,Los Angeles County,False,Elementary,K,5,5,22.4
Franklin Elementary,Santa Monica,CA,90403,Los Angeles County,False,Elementary,K,5,5,22.3
Crossroads School For Arts & Sciences,Santa Monica,CA,90404,Los Angeles County,True,Private,K,12,n/a,7.7
Grant Elementary,Santa Monica,CA,90405,Los Angeles County,False,Elementary,K,5,4,18.1
Ambassador High School,Torrance,CA,90501,Los Angeles County,True,Private,6,12,n/a,15.4
Meyler Street Elementary,Torrance,CA,90502,Los Angeles County,False,Elementary,K,5,2,19.0
Anza Elementary,Torrance,CA,90503,Los Angeles County,False,Elementary,K,5,5,23.6
ABC Playhouse,Torrance,CA,90504,Los Angeles County,True,Private,PK,1,n/a,15.0
Bread Of Life Church Kindergarten,Torrance,CA,90505,Los Angeles County,True,Private,K,K,n/a,8.0
Hadley School,Whittier,CA,90601,Los Angeles County,True,Private,PK,2,n/a,3.0
Evergreen Elementary,Whittier,CA,90602,Los Angeles County,False,Elementary,K,5,3,25.1
Jordan Elementary,Whittier,CA,90603,Los Angeles County,False,Elementary,K,6,3,21.7
California High,Whittier,CA,90604,Los Angeles County,False,High,9,12,4,22.9
Carmela Elementary,Whittier,CA,90605,Los Angeles County,False,Elementary,K,6,1,21.6
Ada S. Nelson Elementary,Whittier,CA,90606,Los Angeles County,False,Elementary,K,6,4,23.9
Broadoaks School Of Whittier College,Whittier,CA,90608,Los Angeles County,True,Private,PK,8,n/a,n/a
Carden Academy Of Whittier,Whittier,CA,90609,Los Angeles County,True,Private,PK,6,n/a,9.2
Arthur F. Corey Elementary,Buena Park,CA,90620,Orange County,False,Elementary,K,5,3,23.5
Buena Park High,Buena Park,CA,90621,Orange County,False,High,9,12,3,24.1
Beacon Day School,La Palma,CA,90623,Orange County,True,Private,,,n/a,9.0
A. E. Arnold Elementary,Cypress,CA,90630,Orange County,False,Elementary,K,6,4,26.4
Alternative Educational Services,La Habra,CA,90631,Orange County,True,Private,,,n/a,n/a
Arlie F. Hutchinson Middle,La Mirada,CA,90638,Los Angeles County,False,Middle,6,8,4,24.1
Biola Youth Academics Private Satellite Program,La Mirada,CA,90639,Los Angeles County,True,Private,1,12,n/a,n/a
Applied Technology Center,Montebello,CA,90640,Los Angeles County,False,High,9,12,3,13.2
Anna M. Glazier Elementary,Norwalk,CA,90650,Los Angeles County,False,Elementary,K,5,1,21.4
Armenian Mesrobian School,Pico Rivera,CA,90660,Los Angeles County,True,Private,PK,12,n/a,8.2
Jersey Avenue Elementary,Santa Fe Springs,CA,90670,Los Angeles County,False,Elementary,K,5,3,22.8
Early Childhood Education Center - Carver Campus,Stanton,CA,90680,Orange County,False,,,,n/a,n/a
Burbank (Luther) Elementary,Artesia,CA,90701,Los Angeles County,False,Elementary,K,6,3,26.1
ABC Secondary (Alternative),Cerritos,CA,90703,Los Angeles County,False,High,7,12,n/a,Unknown
Avalon K-12,Avalon,CA,90704,Los Angeles County,False,Alternative,K,12,n/a,15.0
Adventist Union School,Bellflower,CA,90706,Los Angeles County,True,Private,K,8,n/a,16.6
C.L. Prep Academy,Bellflower,CA,90707,Los Angeles County,True,Private,PK,5,n/a,n/a
George S. Patton Continuation,Harbor City,CA,90710,Los Angeles County,False,High,9,12,1,15.3
Buena Vista High,Lakewood,CA,90712,Los Angeles County,False,High,9,12,1,15.5
Bright Time Child Care Learning Center,Lakewood,CA,90713,Los Angeles County,True,Private,PK,K,n/a,8.0
Aloha Elementary,Lakewood,CA,90715,Los Angeles County,False,Elementary,K,6,2,21.2
Fedde (Pharis F.) Middle,Hawaiian Gardens,CA,90716,Los Angeles County,False,Middle,7,8,2,19.5
Alexander Fleming Middle,Lomita,CA,90717,Los Angeles County,False,Middle,6,8,3,18.7
Francis Hopkinson Elementary,Los Alamitos,CA,90720,Orange County,False,Elementary,K,5,5,25.2
Abraham Lincoln,Paramount,CA,90723,Los Angeles County,False,Elementary,K,5,3,23.3
Angel's Gate (Continuation),San Pedro,CA,90731,Los Angeles County,False,High,9,12,0,14.6
Ernest P. Willenberg Special Education Center,San Pedro,CA,90732,Los Angeles County,False,High,12,12,n/a,9.0
J. H. McGaugh Elementary,Seal Beach,CA,90740,Orange County,False,Elementary,K,5,5,22.0
Broad Avenue Elementary,Wilmington,CA,90744,Los Angeles County,False,Elementary,K,5,3,18.3
Academies of Education and Empowerment at Carson High,Carson,CA,90745,Los Angeles County,False,High,9,12,2,20.9
Ambler Avenue Elementary,Carson,CA,90746,Los Angeles County,False,Elementary,K,5,2,20.0
California Academy of Mathematics and Science,Carson,CA,90747,Los Angeles County,False,High,9,12,5,27.0
Freeman Enrichment Center,Carson,CA,90749,Los Angeles County,True,Private,,,n/a,n/a
Jessie Nelson Academy,Signal Hill,CA,90755,Los Angeles County,False,Middle,6,8,2,24.6
Chavez Elementary,Long Beach,CA,90802,Los Angeles County,False,Elementary,K,5,1,22.4
Kettering Elementary,Long Beach,CA,90803,Los Angeles County,False,Elementary,K,5,4,21.7
Bryant Elementary,Long Beach,CA,90804,Los Angeles County,False,Elementary,K,5,3,22.3
Addams Elementary,Long Beach,CA,90805,Los Angeles County,False,Elementary,K,5,2,22.1
Alvarado Elementary,Long Beach,CA,90806,Los Angeles County,False,Elementary,K,5,3,26.0
Barton Elementary,Long Beach,CA,90807,Los Angeles County,False,Elementary,K,5,1,25.5
Bancroft Middle,Long Beach,CA,90808,Los Angeles County,False,Middle,6,8,4,23.9
Beach K-12 Independent Study,Long Beach,CA,90810,Los Angeles County,False,Alternative,K,12,n/a,Unknown
Clear Passage Educational Center,Long Beach,CA,90813,Los Angeles County,False,High,9,12,n/a,39.0
Burbank Elementary,Long Beach,CA,90814,Los Angeles County,False,Elementary,K,5,2,25.0
Bethany Baptist Elementary,Long Beach,CA,90815,Los Angeles County,True,Private,K,8,n/a,11.0
Alma Fuerte Public,Altadena,CA,91001,Los Angeles County,False,Elementary,K,8,1,18.1
Academicise Intermediate Preschool & Kindergarten,Arcadia,CA,91006,Los Angeles County,True,Private,PK,K,n/a,6.0
All Seasons Childrens Learning Center,Arcadia,CA,91007,Los Angeles County,True,Private,PK,K,n/a,8.5
Royal Oaks STEAM Academy (K-8),Bradbury,CA,91008,Los Angeles County,False,Elementary,K,8,3,24.9
Beardslee Dual Language Immersion Academy (Pk-8),Duarte,CA,91010,Los Angeles County,False,Elementary,K,8,2,19.9
Crestview Preparatory School,La Canada Flintridge,CA,91011,Los Angeles County,True,Private,K,6,n/a,7.5
Bradoaks Elementary Science Academy,Monrovia,CA,91016,Los Angeles County,False,Elementary,K,5,3,24.8
Armenian Sisters' Academy,Montrose,CA,91020,Los Angeles County,True,Private,PK,8,n/a,8.9
Alverno Heights Academy,Sierra Madre,CA,91024,Los Angeles County,True,Private,PK,12,n/a,6.3
Almansor Academy,South Pasadena,CA,91030,Los Angeles County,True,Private,1,12,n/a,n/a
Apperson Street Elementary,Sunland,CA,91040,Los Angeles County,False,Elementary,K,5,4,24.8
Haykazunyadz Child Care Center Inc.,Tujunga,CA,91042,Los Angeles County,True,Private,PK,K,n/a,1.0
Rio Hondo Preparatory,Arcadia,CA,91066,Los Angeles County,True,Private,7,12,n/a,6.9
Enchanted Castle Pasadena Montessori School,Pasadena,CA,91101,Los Angeles County,True,Private,PK,K,n/a,1.0
