Name,City,State,Zip,County,IsPrivate,Level,LowGrade,HighGrade,RankStars,PupilTeacherRatio
St Timothy's School,Stevenson,MD,21153,Baltimore County,True,Private,9,12,n/a,7.0
Dublin Elementary,Street,MD,21154,Harford County,False,Elementary,PK,5,4,10.2
Fifth District Elementary,Upperco,MD,21155,Baltimore County,False,Elementary,K,5,5,14.7
Carroll Christian Schools,Westminster,MD,21157,Carroll County,True,Private,PK,12,n/a,6.6
Carroll Lutheran School,Westminster,MD,21158,Carroll County,True,Private,K,8,n/a,10.7
Norrisville Elementary,White Hall,MD,21161,Harford County,False,Elementary,K,5,4,12.4
Royal Inernational Christian Academy,White Marsh,MD,21162,Baltimore County,True,Private,K,1,n/a,4.2
Baltimore Leadership School for Young Women,Baltimore,MD,21201,Baltimore city,False,High,6,12,1,13.7
Baltimore Design School,Baltimore,MD,21202,Baltimore city,False,High,6,12,n/a,15.0
BCDC Educational Center,Towson,MD,21204,Baltimore County,False,High,9,12,n/a,Unknown
Armistead Gardens Elementary/Middle,Baltimore,MD,21205,Baltimore city,False,Elementary,PK,8,1,13.5
Baltimore International Academy,Baltimore,MD,21206,Baltimore city,False,Elementary,K,8,1,15.6
Calvin M. Rodwell Elementary/Middle,Baltimore,MD,21207,Baltimore city,False,Elementary,PK,8,0,21.8
Bedford Elementary,Baltimore,MD,21208,Baltimore County,False,Elementary,1,5,3,13.2
Bais Hamedrash & Mesivta Of Baltimore,Baltimore,MD,21209,Baltimore County,True,Private,9,12,n/a,n/a
A Child S Place,Baltimore,MD,21210,Baltimore city,True,Private,PK,K,n/a,n/a
Academy for College and Career Exploration,Baltimore,MD,21211,Baltimore city,False,High,6,12,n/a,15.2
Baltimore Actor's Theatre - The Dumbarton House,Baltimore,MD,21212,Baltimore County,True,Private,6,10,n/a,1.9000000000000001
Archbishop Curley High School,Baltimore,MD,21213,Baltimore city,True,Private,9,12,n/a,13.3
Achievement Academy at Harbor City High,Baltimore,MD,21214,Baltimore city,False,High,9,12,n/a,10.6
Arlington Elementary,Baltimore,MD,21215,Baltimore city,False,Elementary,PK,5,1,18.0
Bard High School Early College,Baltimore,MD,21216,Baltimore city,False,High,9,12,3,17.2
Augusta Fells Savage Institute of Visual Arts,Baltimore,MD,21217,Baltimore city,False,High,9,12,n/a,14.8
Abbottston Elementary,Baltimore,MD,21218,Baltimore city,False,Elementary,PK,7,0,15.7
Chesapeake Terrace Elementary,Baltimore,MD,21219,Baltimore County,False,Elementary,PK,5,2,18.7
Chase Elementary,Baltimore,MD,21220,Baltimore County,False,Elementary,PK,5,2,16.3
Chesapeake High,Baltimore,MD,21221,Baltimore County,False,High,9,12,n/a,15.1
Battle Grove Elementary,Baltimore,MD,21222,Baltimore County,False,Elementary,PK,5,1,12.6
Excel Academy at Francis M. Wood High,Baltimore,MD,21223,Baltimore city,False,High,9,12,n/a,16.1
Archbishop Borders School,Baltimore,MD,21224,Baltimore city,True,Private,PK,8,n/a,9.8
Arundel Elementary,Baltimore,MD,21225,Baltimore city,False,Elementary,PK,4,n/a,15.8
All About Children Learning Center,Arbutus,MD,21227,Baltimore County,True,Private,K,K,n/a,n/a
Apple Ridge Montessori School,Catonsville,MD,21228,Baltimore County,True,Private,PK,K,n/a,2.0
Baltimore International Academy West,Baltimore,MD,21229,Baltimore city,False,Elementary,K,8,n/a,16.5
Baltimore Montessori,Baltimore,MD,21230,Baltimore city,True,Private,PK,K,n/a,n/a
City Springs Elementary/Middle,Baltimore,MD,21231,Baltimore city,False,Elementary,PK,8,0,13.6
Carney Elementary,Baltimore,MD,21234,Baltimore County,False,Elementary,PK,5,2,13.0
Fullerton Elementary,Baltimore,MD,21236,Baltimore County,False,Elementary,PK,5,2,14.8
Baltimore White Marsh Seventh-Day Adventist School,Baltimore,MD,21237,Baltimore County,True,Private,PK,8,n/a,6.0
Cardinal Shehan School,Baltimore,MD,21239,Baltimore city,True,Private,PK,8,n/a,16.1
Al-Rahmah School,Baltimore,MD,21244,Baltimore County,True,Private,K,8,n/a,6.6
Arrow Center For Education Tangram,Baltimore,MD,21286,Baltimore County,True,Private,2,12,n/a,5.8
Annapolis Area Christian School,Annapolis,MD,21401,Anne Arundel County,True,Private,6,8,n/a,13.3
Naval Academy Primary School,Annapolis,MD,21402,Anne Arundel County,True,Private,PK,5,n/a,8.0
Alpert Family Aleph Bet Jewish Day School,Annapolis,MD,21403,Anne Arundel County,True,Private,1,5,n/a,n/a
Broadneck High,Annapolis,MD,21409,Anne Arundel County,False,High,9,12,5,17.7
The Jefferson School At Finan Center,Cumberland,MD,21501,Allegany County,True,Private,6,12,n/a,n/a
Allegany High,Cumberland,MD,21502,Allegany County,False,High,9,12,3,14.7
Calvary Christian Academy,Cresaptown,MD,21505,Allegany County,True,Private,PK,12,n/a,15.5
Accident Elementary,Accident,MD,21520,Garrett County,False,Elementary,PK,5,4,12.4
Bittinger Mennonite School,Bittinger,MD,21522,Garrett County,True,Private,K,12,n/a,10.2
Flintstone Elementary,Flintstone,MD,21530,Allegany County,False,Elementary,PK,5,3,14.8
Friendsville Elementary,Friendsville,MD,21531,Garrett County,False,Elementary,PK,5,2,12.1
Beall Elementary,Frostburg,MD,21532,Allegany County,False,Elementary,PK,5,3,13.6
Casselman Valley School,Grantsville,MD,21536,Garrett County,True,Private,2,8,n/a,9.0
George's Creek Elementary,Lonaconing,MD,21539,Allegany County,False,Elementary,PK,5,2,13.4
Mount Savage Middle,Mount Savage,MD,21545,Allegany County,False,Middle,6,8,4,13.2
Broad Ford Elementary,Oakland,MD,21550,Garrett County,False,Elementary,PK,5,3,12.4
Allegany Boys Camp,Oldtown,MD,21555,Allegany County,True,Private,4,11,n/a,2.3
Swanton Mennonite Fellowship School,Swanton,MD,21561,Garrett County,True,Private,K,8,n/a,7.2
Westernport Elementary,Westernport,MD,21562,Allegany County,False,Elementary,PK,5,2,15.3
Chesapeake Christian School,Easton,MD,21601,Talbot County,True,Private,PK,12,n/a,6.9
Cambridge-South Dorchester High School,Cambridge,MD,21613,Dorchester County,False,High,9,12,0,16.8
Centreville Elementary School,Centreville,MD,21617,Queen Anne's County,False,Elementary,PK,2,n/a,16.4
Chester River Adventist School,Chestertown,MD,21620,Kent County,True,Private,1,8,n/a,4.0
South Dorchester School,Church Creek,MD,21622,Dorchester County,False,Elementary,PK,8,3,15.0
Church Hill Elementary School,Church Hill,MD,21623,Queen Anne's County,False,Elementary,PK,4,3,12.4
Chapel District Elementary,Cordova,MD,21625,Talbot County,False,Elementary,PK,5,4,13.8
Denton Elementary School,Denton,MD,21629,Caroline County,False,Elementary,PK,5,2,13.9
Colonel Richardson High School,Federalsburg,MD,21632,Caroline County,False,High,9,12,3,14.4
Galena Elementary School,Galena,MD,21635,Kent County,False,Elementary,PK,5,2,11.4
Grasonville Elementary School,Grasonville,MD,21638,Queen Anne's County,False,Elementary,PK,5,4,15.1
Greensboro Elementary School,Greensboro,MD,21639,Caroline County,False,Elementary,PK,5,3,13.0
Hurlock Elementary School,Hurlock,MD,21643,Dorchester County,False,Elementary,PK,5,2,13.7
Preston Elementary School,Preston,MD,21655,Caroline County,False,Elementary,PK,5,3,14.0
Caroline Career & Technology Center,Ridgely,MD,21660,Caroline County,False,,,,n/a,0.0
Rock Hall Elementary,Rock Hall,MD,21661,Kent County,False,Elementary,PK,5,3,9.1
St. Michaels Elementary,St Michaels,MD,21663,Talbot County,False,Elementary,PK,5,3,12.5
Warwick Elementary School,Secretary,MD,21664,Dorchester County,False,Elementary,PK,5,4,15.7
Acacia's Farm School,Stevensville,MD,21666,Queen Anne's County,True,Private,1,3,n/a,2.2
Faith Christian School,Sudlersville,MD,21668,Queen Anne's County,True,Private,PK,12,n/a,10.5
Tilghman Elementary,Tilghman,MD,21671,Talbot County,False,Elementary,PK,5,4,11.1
White Marsh Elementary,Trappe,MD,21673,Talbot County,False,Elementary,PK,5,3,12.6
Visionquest Morning Star Youth Academy,Woolford,MD,21677,Dorchester County,True,Private,9,12,n/a,3.6
Friendship Montessori School,Worton,MD,21678,Kent County,True,Private,PK,K,n/a,2.0
Calvary Weekday School,Frederick,MD,21701,Frederick County,True,Private,PK,K,n/a,18.8
Frederick County Career & Technology Center,Frederick,MD,21702,Frederick County,False,,,,n/a,0.0
Ballenger Creek Elementary,Frederick,MD,21703,Frederick County,False,Elementary,PK,5,3,16.4
Centerville Elementary,Frederick,MD,21704,Frederick County,False,Elementary,K,5,5,8.9
Carroll Manor Elementary,Adamstown,MD,21710,Frederick County,False,Elementary,PK,5,4,16.3
Boonsboro Elementary,Boonsboro,MD,21713,Washington County,False,Elementary,PK,5,5,16.9
Brunswick Elementary,Brunswick,MD,21716,Frederick County,False,Elementary,PK,5,3,17.4
St John's Catholic Prep,Buckeystown,MD,21717,Frederick County,True,Private,9,12,n/a,13.2
Cascade Elementary,Cascade,MD,21719,Washington County,False,Elementary,PK,5,3,18.2
Clear Spring Elementary,Clear Spring,MD,21722,Washington County,False,Elementary,PK,5,4,16.1
Emmitsburg Elementary,Emmitsburg,MD,21727,Frederick County,False,Elementary,PK,5,3,12.4
Glenelg High,Glenelg,MD,21737,Howard County,False,High,9,12,4,16.2
Glenwood Middle,Glenwood,MD,21738,Howard County,False,Middle,6,8,5,13.1
Barbara Ingram School for the Arts,Hagerstown,MD,21740,Washington County,False,High,9,12,4,15.2
Eastern Elementary,Hagerstown,MD,21742,Washington County,False,Elementary,3,5,2,13.4
Hancock Elementary,Hancock,MD,21750,Washington County,False,Elementary,PK,5,3,13.6
Friends Meeting School,Ijamsville,MD,21754,Frederick County,True,Private,K,12,n/a,6.1
The Jefferson School,Jefferson,MD,21755,Frederick County,True,Private,6,12,n/a,2.8
New Midway/Woodsboro Elementary,Keymar,MD,21757,Frederick County,False,Elementary,PK,5,3,16.8
Pleasant Valley Elementary,Knoxville,MD,21758,Washington County,False,Elementary,PK,5,4,15.1
Lucy School,Middletown,MD,21769,Frederick County,True,Private,K,8,n/a,7.7
Green Valley Elementary,Monrovia,MD,21770,Frederick County,False,Elementary,K,5,4,17.6
Cornerstone Academy,Mount Airy,MD,21771,Howard County,True,Private,6,12,n/a,5.2
Myersville Elementary,Myersville,MD,21773,Frederick County,False,Elementary,K,5,4,16.3
Blue Heron Elementary,New Market,MD,21774,Frederick County,False,Elementary,K,5,4,16.7
Springdale Preparatory School,New Windsor,MD,21776,Carroll County,True,Private,6,12,n/a,3.3
Sabillasville Environmental School,Sabillasville,MD,21780,Frederick County,False,Elementary,K,6,2,16.0
Sharpsburg Elementary,Sharpsburg,MD,21782,Washington County,False,Elementary,PK,5,4,20.1
Smithsburg Elementary,Smithsburg,MD,21783,Washington County,False,Elementary,PK,5,4,18.4
Carrolltowne Elementary,Sykesville,MD,21784,Carroll County,False,Elementary,PK,5,5,14.4
Northwest Middle,Taneytown,MD,21787,Carroll County,False,Middle,6,8,3,13.6
Catoctin High,Thurmont,MD,21788,Frederick County,False,High,9,12,1,18.6
Elmer A. Wolfe Elementary,Union Bridge,MD,21791,Carroll County,False,Elementary,PK,5,3,11.8
Glade Elementary,Walkersville,MD,21793,Frederick County,False,Elementary,PK,5,4,16.4
West Friendship Elementary,West Friendship,MD,21794,Howard County,False,Elementary,K,5,5,13.4
Cedar Ridge School,Williamsport,MD,21795,Washington County,True,Private,3,12,n/a,3.8
Bushy Park Elementary,Glenwood,MD,21797,Howard County,False,Elementary,PK,5,5,13.4
Asbury Child Development Center,Salisbury,MD,21801,Wicomico County,True,Private,PK,K,n/a,8.0
Beaver Run School,Salisbury,MD,21804,Wicomico County,False,Elementary,PK,2,n/a,13.9
Berlin Intermediate,Berlin,MD,21811,Worcester County,False,Middle,5,6,n/a,12.5
Carter G Woodson Elementary,Crisfield,MD,21817,Somerset County,False,Elementary,PK,5,2,11.0
Deal Island School,Deal Island,MD,21821,Somerset County,False,Elementary,PK,5,3,12.0
Bennett Middle,Fruitland,MD,21826,Wicomico County,False,Middle,6,9,2,11.4
Westside Intermediate,Hebron,MD,21830,Wicomico County,False,Elementary,2,5,3,11.4
Mardela Middle & High,Mardela Springs,MD,21837,Wicomico County,False,High,6,12,4,13.1
Worcester Technical High School,Newark,MD,21841,Worcester County,False,,,,n/a,0.0
Ocean City Elementary,Ocean City,MD,21842,Worcester County,False,Elementary,PK,4,5,10.8
Pittsville Elementary & Middle,Pittsville,MD,21850,Wicomico County,False,Middle,4,8,4,9.6
Pocomoke Elementary,Pocomoke City,MD,21851,Worcester County,False,Elementary,PK,3,n/a,13.0
Greenwood Elementary School,Princess Anne,MD,21853,Somerset County,False,Elementary,2,5,1,13.1
Westside Primary,Quantico,MD,21856,Wicomico County,False,Elementary,PK,1,n/a,12.8
Cedar Chapel Special School,Snow Hill,MD,21863,Worcester County,False,Alternative,K,12,n/a,3.9
Vienna Elementary School,Vienna,MD,21869,Dorchester County,False,Elementary,PK,5,3,12.4
Ewell School,Westover,MD,21871,Somerset County,False,Elementary,3,7,n/a,Unknown
Willards Elementary,Willards,MD,21874,Wicomico County,False,Elementary,PK,3,n/a,16.2
Delmar Elementary,Delmar,MD,21875,Wicomico County,False,Elementary,PK,4,3,16.5
Bay View Elementary,North East,MD,21901,Cecil County,False,Elementary,PK,5,2,14.9
Good Shepherd Catholic School,Perryville,MD,21903,Cecil County,True,Private,K,8,n/a,7.1
Bainbridge Elementary,Port Deposit,MD,21904,Cecil County,False,Elementary,PK,5,3,15.5
Calvert Elementary,Rising Sun,MD,21911,Cecil County,False,Elementary,PK,5,4,15.7
Cecilton Elementary,Cecilton,MD,21913,Cecil County,False,Elementary,PK,5,2,14.4
Charlestown Elementary,Charlestown,MD,21914,Cecil County,False,Elementary,PK,5,3,13.4
Bohemia Manor High,Chesapeake City,MD,21915,Cecil County,False,High,9,12,3,13.3
Mount Aviat Academy,Childs,MD,21916,Cecil County,True,Private,PK,8,n/a,13.9
West Nottingham Academy,Colora,MD,21917,Cecil County,True,Private,9,12,n/a,5.2
Conowingo Elementary,Conowingo,MD,21918,Cecil County,False,Elementary,PK,5,2,15.1
Cecil County School of Technology,Elkton,MD,21921,Cecil County,False,,,,n/a,0.0
Algonac Alternative Education,Clay,MI,48001,St. Clair County,False,High,7,12,n/a,18.0
Almont High School,Almont,MI,48003,Lapeer County,False,High,9,12,4,20.2
Armada Continuing Education Center,Armada,MI,48005,Macomb County,False,High,9,12,n/a,5.7
Avoca Elementary School,Kenockee,MI,48006,St. Clair County,False,Elementary,PK,5,5,14.6
Brightmont Academy Birmingham,Birmingham,MI,48009,Oakland County,True,Private,6,12,n/a,4.3
Capac Elementary School,Capac,MI,48014,St. Clair County,False,Elementary,PK,6,2,14.7
Center Line High School,Center Line,MI,48015,Macomb County,False,High,9,12,1,16.8
Clawson High School,Clawson,MI,48017,Oakland County,False,High,9,12,1,16.5
Bellview Elementary School,Eastpointe,MI,48021,Macomb County,False,Elementary,3,5,0,13.9
John F FarrellEmmett Elementary School,Emmett,MI,48022,St. Clair County,False,Elementary,PK,5,4,16.5
Anchor Bay High School,Ira,MI,48023,St. Clair County,False,High,9,12,4,23.8
Berkshire Middle School,Beverly Hills,MI,48025,Oakland County,False,Middle,6,8,4,15.8
Arts Academy in the Woods,Fraser,MI,48026,Macomb County,False,High,6,12,1,13.7
Advantage Alternative Program,Hazel Park,MI,48030,Oakland County,False,Alternative,K,12,n/a,19.5
Bradford Academy,Southfield,MI,48033,Oakland County,False,Alternative,PK,12,n/a,16.2
Adlai Stevenson Elementary School,Southfield,MI,48034,Oakland County,False,Elementary,K,5,2,16.4
Charles C McGlinnen School,Clinton Township,MI,48035,Macomb County,False,Elementary,PK,5,1,15.3
Algonquin Middle School,Clinton Twp,MI,48036,Macomb County,False,Middle,6,8,2,18.7
Cherokee Elementary School,Clinton Twp,MI,48038,Macomb County,False,Elementary,PK,5,3,20.9
Belle River Elementary School,Marine City,MI,48039,St. Clair County,False,Elementary,K,5,2,17.3
Gardens Elementary School,Marysville,MI,48040,St. Clair County,False,Elementary,PK,5,5,24.3
Memphis Elementary School,Memphis,MI,48041,St. Clair County,False,Elementary,PK,5,3,13.3
Atwood Elementary School,Macomb,MI,48042,Macomb County,False,Elementary,K,5,3,18.9
Clinton Valley Elementary School,Mount Clemens,MI,48043,Macomb County,False,Elementary,PK,5,2,16.6
Cheyenne Elementary School,Macomb,MI,48044,Macomb County,False,Elementary,PK,5,4,18.0
Donald J Yacks Elementary School,Harrison Township,MI,48045,Macomb County,False,Elementary,PK,5,3,16.4
Anchor Bay Middle School North,New Baltimore,MI,48047,Macomb County,False,Middle,6,8,4,21.8
Lake Huron Virtual Hybrid High School,New Haven,MI,48048,Macomb County,False,High,6,12,n/a,26.2
Austin Catholic High School,Chesterfield,MI,48051,Macomb County,True,Private,9,12,n/a,9.8
East China Virtual Academy,East China,MI,48054,St. Clair County,False,Alternative,K,12,n/a,20.4
Edison Elementary School,Fort Gratiot,MI,48059,St. Clair County,False,Elementary,PK,5,4,17.7
Blue Water Middle College Academy,Port Huron,MI,48060,St. Clair County,False,High,9,12,n/a,15.3
Richmond Community High School,Richmond,MI,48062,Macomb County,False,High,9,12,3,20.3
Amanda Moore Elementary School,Romeo,MI,48065,Macomb County,False,Elementary,K,5,3,18.0
Dooley Center,Roseville,MI,48066,Macomb County,False,Elementary,PK,K,n/a,0.0
Keller Elementary,Royal Oak,MI,48067,Oakland County,False,Elementary,PK,5,4,15.0
Ferndale Lower Elementary Campus,Ferndale,MI,48069,Oakland County,False,Elementary,K,3,n/a,16.3
Burton Elementary School,Huntington Woods,MI,48070,Oakland County,False,Elementary,K,5,5,15.8
Bishop Foley Catholic High School,Madison Heights,MI,48071,Oakland County,True,Private,9,12,n/a,11.9
Anderson Middle School,Berkley,MI,48072,Oakland County,False,Middle,4,8,4,14.4
Addams Elementary and ECC,Royal Oak,MI,48073,Oakland County,False,Elementary,PK,5,4,10.3
Blue Water Christian Academy,Smiths Creek,MI,48074,St. Clair County,True,Private,PK,12,n/a,7.8
AGBU AlexMarie Manoogian School,Southfield,MI,48075,Oakland County,False,Alternative,K,12,n/a,20.4
Alice M Birney K8 School,Southfield,MI,48076,Oakland County,False,Elementary,PK,8,1,11.8
Gearing Elementary School,Saint Clair,MI,48079,St. Clair County,False,Elementary,PK,4,2,13.5
Avalon Elementary School,Saint Clair Shores,MI,48080,Macomb County,False,Elementary,PK,2,n/a,13.6
Apple Tree Faith Community Christian Academy-Dc Center,Saint Clair Shores,MI,48081,Macomb County,True,Private,PK,12,n/a,n/a
Kennedy Middle School,Saint Clair Shores,MI,48082,Macomb County,False,Middle,6,8,2,19.4
Baker Middle School,Troy,MI,48083,Oakland County,False,Middle,6,8,5,16.7
Bemis Elementary School,Troy,MI,48084,Oakland County,False,Elementary,K,5,5,16.7
Athens High School,Troy,MI,48085,Oakland County,False,High,9,12,3,17.5
Briarwood Elementary School,Warren,MI,48088,Macomb County,False,Elementary,K,5,1,14.5
Academy 21,Warren,MI,48089,Macomb County,False,Alternative,K,12,n/a,19.6
Crown Of Life Lutheran School,Warren,MI,48091,Macomb County,True,Private,PK,7,n/a,6.1
Beer Middle School,Warren,MI,48092,Macomb County,False,Middle,6,8,3,21.5
Carter Middle School,Warren,MI,48093,Macomb County,False,Middle,6,8,2,19.7
Cross Of Glory Lutheran School,Washington Township,MI,48094,Macomb County,True,Private,PK,8,n/a,15.4
Indian Hills Elementary School,Washington,MI,48095,Macomb County,False,Elementary,K,5,4,15.8
Endeavour Elementary and Middle School,Ray,MI,48096,Macomb County,False,Elementary,K,8,4,17.2
Emanuel Redeemer Lutheran School,Brockway,MI,48097,St. Clair County,True,Private,K,5,n/a,n/a
Hamilton Elementary School,Troy,MI,48098,Oakland County,False,Elementary,K,5,5,16.1
Allen Park High School,Allen Park,MI,48101,Wayne County,False,High,9,12,3,19.5
Abbot School,Ann Arbor,MI,48103,Washtenaw County,False,Elementary,K,5,3,12.4
Angell School,Ann Arbor,MI,48104,Washtenaw County,False,Elementary,K,5,5,14.1
Ann Arbor Christian School,Ann Arbor,MI,48105,Washtenaw County,True,Private,PK,8,n/a,12.4
Ann Arbor Academy,Ann Arbor,MI,48108,Washtenaw County,True,Private,4,12,n/a,3.2
Belleville High School,Belleville,MI,48111,Wayne County,False,High,7,12,2,21.8
Metro Baptist School,Belleville,MI,48112,Wayne County,True,Private,K,12,n/a,6.0
Cornerstone Christian School,Brighton,MI,48114,Livingston County,True,Private,PK,8,n/a,9.5
Bridge Alternative High School,Brighton,MI,48116,Livingston County,False,High,9,12,n/a,19.5
Airport Center for Education,Carleton,MI,48117,Monroe County,False,Alternative,K,12,n/a,28.0
Beach Middle School,Chelsea,MI,48118,Washtenaw County,False,Middle,6,8,5,17.0
Salina Elementary P 3,Dearborn,MI,48120,Wayne County,False,Elementary,PK,3,n/a,12.6
Academy for Business and Technology High School,Melvindale,MI,48122,Wayne County,False,High,6,12,n/a,13.9
Dearborn Early Learning Center,Dearborn,MI,48124,Wayne County,True,Private,PK,K,n/a,8.0
Annapolis High School,Dearborn Heights,MI,48125,Wayne County,False,High,9,12,1,Unknown
Academy for Business and Technology Elementary,Dearborn,MI,48126,Wayne County,False,Elementary,K,5,0,14.5
Caroline Education Community International Psa,Dearborn,MI,48127,Wayne County,True,Private,K,12,n/a,15.6
Bryant Middle School,Dearborn,MI,48128,Wayne County,False,Middle,6,8,4,17.4
Bates,Dexter,MI,48130,Washtenaw County,False,Alternative,PK,12,n/a,0.0
Dundee Community High School,Dundee,MI,48131,Monroe County,False,High,9,12,3,21.1
Mason Central School,Erie,MI,48133,Monroe County,False,Elementary,PK,5,4,16.3
Ethel C Bobcean Elementary School,Flat Rock,MI,48134,Wayne County,False,Elementary,PK,2,n/a,16.6
Cambridge Alternative High School,Garden City,MI,48135,Wayne County,False,High,9,12,0,29.1
Grosse Ile High School,Grosse Ile,MI,48138,Wayne County,False,High,9,12,5,18.4
Ida Elementary School,Ida,MI,48140,Monroe County,False,Elementary,PK,4,4,16.9
American International Academy High SchoolMiddle Schooll,Inkster,MI,48141,Wayne County,False,High,6,12,n/a,18.3
Douglas Road Elementary School,Lambertville,MI,48144,Monroe County,False,Elementary,K,5,3,17.3
Earl F Carr School,Lincoln Park,MI,48146,Wayne County,False,Elementary,PK,5,1,16.6
Blended Learning Academies Credit Recovery High School Liv,Livonia,MI,48150,Wayne County,False,High,9,12,n/a,11.5
Botsford Elementary School,Livonia,MI,48152,Wayne County,False,Elementary,PK,5,2,14.1
American Montessori Academy Elementary,Livonia,MI,48154,Wayne County,False,Elementary,PK,1,n/a,13.0
Luther C Klager Elementary School,Manchester,MI,48158,Washtenaw County,False,Elementary,PK,2,n/a,13.4
Clayton H Symons Elementary School,Milan,MI,48160,Monroe County,False,Elementary,3,5,4,13.3
Custer Elementary School,Monroe,MI,48161,Monroe County,False,Elementary,PK,6,1,20.0
Arborwood Elementary School,Monroe,MI,48162,Monroe County,False,Elementary,PK,6,1,16.4
Alice I Ferguson Early Childhood Center,New Boston,MI,48164,Wayne County,False,Elementary,PK,K,n/a,17.6
Ann L Dolsen Elementary School,New Hudson,MI,48165,Oakland County,False,Elementary,K,5,4,15.7
Henry Niedermeier Elementary School,Newport,MI,48166,Monroe County,False,Elementary,PK,4,3,17.0
Amerman Elementary School,Northville,MI,48167,Oakland County,False,Elementary,K,5,5,18.8
Hawthorn Center,Northville,MI,48168,Wayne County,False,Alternative,K,12,n/a,Unknown
Country Elementary School,Pinckney,MI,48169,Livingston County,False,Elementary,PK,3,n/a,17.0
Bird Elementary School,Plymouth,MI,48170,Wayne County,False,Elementary,K,5,5,16.3
Chapman Elementary School,Rockwood,MI,48173,Wayne County,False,Elementary,PK,5,3,16.4
Barth Elementary School,Romulus,MI,48174,Wayne County,False,Elementary,PK,6,3,13.9
Center for Forensic Psychiatry,Saline,MI,48176,Washtenaw County,False,,,,n/a,Unknown
Centennial Middle School,South Lyon,MI,48178,Oakland County,False,Middle,6,8,4,17.7
Fred W Ritter Elementary School,South Rockwood,MI,48179,Monroe County,False,Elementary,PK,4,2,17.0
Bernice McDowell Elementary School,Taylor,MI,48180,Wayne County,False,Elementary,PK,5,1,17.6
Bedford Junior High School,Temperance,MI,48182,Monroe County,False,Middle,6,8,3,18.9
Bates Elementary School,Woodhaven,MI,48183,Wayne County,False,Elementary,K,5,2,15.7
Benjamin Franklin Middle School,Wayne,MI,48184,Wayne County,False,Alternative,6,11,n/a,16.6
American Montessori Academy Upper Elementary,Westland,MI,48185,Wayne County,False,Middle,2,8,2,19.0
Adams Middle School,Westland,MI,48186,Wayne County,False,Middle,6,8,1,14.9
All Saints Catholic School,Canton,MI,48187,Wayne County,True,Private,PK,8,n/a,14.9
Achieve Charter Academy,Canton,MI,48188,Wayne County,False,Elementary,K,8,4,22.9
Kensington Woods Schools,Lakeland,MI,48189,Livingston County,False,High,6,12,5,12.4
Garfield Elementary School,Wyandotte,MI,48192,Wayne County,False,Elementary,K,5,1,17.3
Creative Montessori Center,Riverview,MI,48193,Wayne County,True,Private,PK,K,n/a,n/a
Allen Elementary School,Southgate,MI,48195,Wayne County,False,Elementary,PK,5,2,15.8
ACTech High School,Ypsilanti,MI,48197,Washtenaw County,False,High,9,12,0,16.9
Acce,Ypsilanti,MI,48198,Washtenaw County,False,High,6,12,n/a,19.5
Capstone Academy Charter School SDA South Campus,Detroit,MI,48201,Wayne County,False,Alternative,4,12,n/a,Unknown
Golightly Education Center,Detroit,MI,48202,Wayne County,False,Elementary,PK,8,1,12.9
Barber Elementary School,Highland Park,MI,48203,Wayne County,False,Elementary,PK,8,n/a,112.0
Barton Elementary School,Detroit,MI,48204,Wayne County,False,Elementary,K,5,1,18.0
Brenda Scott Academy for Theatre Arts,Detroit,MI,48205,Wayne County,False,Elementary,PK,8,0,20.8
Central High School,Detroit,MI,48206,Wayne County,False,High,9,12,n/a,17.4
Bunche Preparatory Academy,Detroit,MI,48207,Wayne County,False,Elementary,PK,8,0,12.8
Burton International Academy,Detroit,MI,48208,Wayne County,False,Elementary,PK,8,1,16.7
Bennett Elementary School,Detroit,MI,48209,Wayne County,False,Elementary,PK,5,1,15.3
Academy of the Americas at Logan,Detroit,MI,48210,Wayne County,False,Elementary,K,3,n/a,19.6
New Paradigm Loving Academy,Detroit,MI,48211,Wayne County,False,Elementary,PK,8,n/a,31.0
Al-Ikhlas Training Academy,Detroit,MI,48212,Wayne County,True,Private,PK,12,n/a,14.3
AL Holmes Academy of Blended Learning,Detroit,MI,48213,Wayne County,False,Elementary,PK,8,0,12.8
Barack Obama Leadership Academy,Detroit,MI,48214,Wayne County,False,Elementary,K,8,n/a,18.5
Carstens ElementaryMiddle School,Detroit,MI,48215,Wayne County,False,Elementary,PK,8,n/a,14.0
Covenant House Academy Detroit Southwest Site,Detroit,MI,48216,Wayne County,False,High,9,12,n/a,21.7
Mark Twain ElementaryMiddle School,Detroit,MI,48217,Wayne County,False,Elementary,PK,8,1,15.5
Ann Visger K5 Preparatory Academy,River Rouge,MI,48218,Wayne County,False,Elementary,PK,5,0,19.1
Charles Wright Academy of Arts and Science,Detroit,MI,48219,Wayne County,False,Elementary,PK,8,1,17.7
Edison,Ferndale,MI,48220,Oakland County,False,Alternative,K,12,n/a,4.5
Asa Higher Learning Preparatory,Detroit,MI,48221,Wayne County,True,Private,PK,3,n/a,7.0
Cooke STEM Academy,Detroit,MI,48223,Wayne County,False,Elementary,PK,6,0,13.8
Carleton Elementary School,Detroit,MI,48224,Wayne County,False,Elementary,PK,5,0,16.1
Beacon Elementary School,Harper Woods,MI,48225,Wayne County,False,Elementary,PK,2,n/a,19.4
CapstoneWayne County Juvenile Detention Facility,Detroit,MI,48226,Wayne County,False,High,6,12,n/a,19.2
